Model;Launch;Code name;Graphics core;Fab (nm);Transistors (million);Die size (mm2);Bus interface;Core clock2 (MHz);Core config1;Fillrate;Memory3;Processing power (GFLOPS);Features / Notes;
Pixel (GP/s);Texture (GT/s);FP32 (GP/s);Size (MB);Bandwidth (GB/s);Bus type;Effective clock (MHz);Bus width (bit);
Radeon HD 4200 Graphics (785G Chipset);Aug 2009;RS880;RV620;55;>205;~73 (~9 × 8.05);HT 3.0;500;40:4:4;2;2;1;Up to 512 system + optional 128 sideport;20.8 (system) + 2.6 (sideport);HT (system) + DDR2-1066 DDR3-1333 (sideport);1333 (sideport);16 (sideport);40;UVD2;
Radeon HD 4250 Graphics (880G Chipset);Mar 2010;RS880;560;2.24;2.24;1.12;HT (system) + DDR3-1333 (sideport);44.8;
Radeon HD 4290 Graphics (890GX Chipset);RS880D;700;2.8;2.8;1.4;Up to 512 system + 128 sideport;56;
