John McCain;Barack Obama;
McCain voted to extend the wiretap provision in the USA PATRIOT Act. He also voted to reauthorize the USA PATRIOT Act in 2006.[215];Obama called for the repeal of the USA PATRIOT Act in 2003.[216] He voted for the reauthorization of the USA PATRIOT Act in 2006.[217] He supported recent FISA legislation giving telecommunications corporations immunity for cooperating with warrantless surveillance programs.[218];
Chuck Baldwin;Bob Barr;Cynthia McKinney;Ralph Nader;
;During the Libertarian Convention, Barr said of USA PATRIOT Act: "I'd drive a stake through its heart, shoot it, burn it, cut off its head, burn it again, and scatter its ashes to the four corners of the world."[219];McKinney calls for the repeal of the Patriot Act.[220];Nader has called for the repeal of the USA PATRIOT Act. He has stated that it has eroded civil liberties and due process of law, particularly for Muslims and Arab Americans.[221][222];
