Name;Show in-line changes;Directory comparison;Binary comparison;Moved lines;3-way comparison;Merge;Structured comparison[26];Manual compare alignment;Image Compare;
Beyond Compare;Yes;Yes;Yes;No;Yes (Files and Folders);Yes (Pro only);;Yes;Yes;
Compare++;Yes;Yes;;;Yes;Yes;Yes (C/C++,C#,Java,Javascript,CSS3);;;
diff;No;Yes;partly;No;No;No;;;;
diff3;No;No;;;Yes (non-optional);;;;;
Eclipse (compare);Yes;;;;No (only ancestor);Yes;;No;;
Ediff;Yes;Yes;Yes;;Yes;Yes;;;;
ExamDiff Pro;Yes;Yes;Yes;Yes[27];Yes (ExamDiff Pro Master only)[28];Yes;;manual synchronization;;
Far Manager (compare);Yes (Via plugin) [29];Yes;Yes;Yes (Via plugin) [29];No;No;;;;
fc;No;No;Yes;;No;No;;;;
FileMerge (aka opendiff);Yes;Yes;Yes;;Yes (optional ancestor);Yes;;;;
Guiffy SureMerge;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
IntelliJ IDEA (compare);Yes;;;;Yes;Yes;;;;
jEdit JDiff plugin;Yes;;;;No;Yes;;;;
Kompare;;Yes;No;;No;Yes;;;;
Lazarus Diff;;;;;;;;;;
Meld;Yes;Yes;No;Yes;Yes;Yes;;line alignment, unlink scroll;;
Notepad++ (compare);Yes;No;No;Yes;No;No;No;;
Perforce P4Merge;Yes;No;No;;Yes;Yes;;;Yes;
Pretty Diff;Yes;Yes;No;No;No;No;Yes;No;;
Tkdiff;Yes;No;No;No;No;No;;;;
Total Commander (compare);Yes;Yes;Yes;No;No;Yes;No;resync comparison;No;
vimdiff;Yes;Yes (via DirDiff plugin);;;Yes;Yes;;;;
WinDiff;Yes;Yes;Yes;Yes;No;No;;;;
WinMerge;Yes;Yes;No;Yes;Yes (Via a fork) [30];Yes;;No;Yes (Via a fork) [30];
UCC;Yes;Yes;Yes;Yes;No;Yes;;;;
Name;Show in-line changes;Directory comparison;Binary comparison;Moved lines;3-way comparison;Merge;Structured comparison[26];Manual compare alignment;Image compare;
