Model;Launch;Code name;Bus interface;Core clock (MHz);Memory clock (MHz);Core config1;Fillrate;Memory;
MOperations/s;MPixels/s;MTexels/s;MVertices/s;Size (MB);Bandwidth (GB/s);Bus type;Bus width (bit);
GeForce 256 SDR;October 11, 1999;NV10;AGP 4× PCI;120;166;4:4:4;480;480;480;0;32 64;2.656;SDR;128;
GeForce 256 DDR;February 1, 2000;NV10;AGP 4× PCI;120;150;4:4:4;480;480;480;0;32 64;4.8;DDR;128;
