ACER;
Manufacturer;Model;Weight [kg];Weight [lb];Display size ";Display resolution;Display DPI [Note 1];CPU;Speed [GHz];HSDPA;Video chipset;Video connection(s);Storage type;Storage [GB];RAM [GB];Battery life [h] (low end);Battery life [h] (high end);Keyboard size in % [Note 2];Camera;Mouse layout;Linux OS choice(s);Windows OS choice(s);Manual / DataSheet;
Acer Inc.;Aspire One[1];0.99, 1.26;2.18, 2.77;8.9 - 11.6;1024×600, 1366×768 WSVGA LED glossy;133-135;Atom;1.6;;GMA 950;VGA;SSD + SDHC, HDD;8, 16 / 120, 160, 25;0.5, 1, 2[2];3 (3-cell);6–7 (6-cell);?;Built-in;Touchpad, buttons on each side;Linpus[3];7 Starter Edition;;
ALWAYS INNOVATING;
Always Innovating;Touch Book[4];0.675/1.418 [Note 3];1.488/3.126 [Note 3];8.9;1024×600 touchscreen;133-102;OMAP3530;0.6;;PowerVR SGX530 GPU + 430 MHz C64x+ DSP;None;Removable SD card[5];8;0.25;3-5 (tablet only, 6000 mAh);10-15 (with keyboard, 12000 mAh);95%;None;Touchpad 2-buttons below;Ångstrom, Ubuntu (operating system), Android;CE/not x86 based;;
AIGO;
Aigo;MID P8880T[6];0.34;0.75;4.8;800×480;194;Atom;0.8;TD;GMA 500;VGA;SSD + SDHC, HDD;8, 16 / 120;0,5 or 1;3 (3-cell);6–7 (6-cell);;3.2 MP;Touchscreen;;XP;;
ARCHOS;
Archos;Archos 10;1.23;2.7;10.2;1024×600;116;Atom N270;1.6;;GMA 950;VGA;HDD;160;1;;;;1.3 MP;Touchpad 2-buttons below;;XP;;
ASUS;
Manufacturer;Model;Weight [kg];Weight [lb];Display size ";Display resolution;Display DPI [Note 1];CPU;Speed [GHz];HSDPA;Video chipset;Video connection(s);Storage type;Storage [GB];RAM [GB];Battery life [h] (low end);Battery life [h] (high end);Keyboard size in % [Note 2];Camera;Mouse layout;Linux/Unix OS choice(s);Windows OS choice(s);Manual / DataSheet;
Asus;Eee PC 701SD;0.905;2.00;7;800×480 WVGA matte;133;Celeron-M ULV 353;0.9;?;?;VGA;SSD;8;0.5;3.4;3.5;83%;0.3 MP;?;Linux;XP Home;;
Asus;Eee PC 900;0.99;2.18;8.9;1024×600 WSVGA matte;133;Celeron-M ULV 353;0.9;;?;VGA;SSD;12, 16, 20;1;3.5 (4-cell);3.5 (4-cell);83%;1.3 MP[7];Touchpad 2-buttons below;Xandros;XP;;
Asus;Eee PC 900A;0.99;2.18;8.9;1024×600 WSVGA matte;133;Atom N270;1.6;;GMA 950;VGA;SSD;4, 8, 16;1;3.5 (4-cell);3.5 (4-cell);83%;None, 0.3 MP;Touchpad 2-buttons below;Xandros;XP;;
Asus;Eee PC 900HA;1.23;2.7;8.9;1024×600 WSVGA matte;133;Atom N270;1.6;;GMA 3150;VGA;HDD;160;1;3.5 (4-cell);10400 mAh 7.5hr (8-cell);83%;0.3 MP;Touchpad 2-buttons below;?;Windows XP;;
Asus;Eee PC 901;1.14;2.51;8.9;1024×600 WSVGA matte;133;Atom N270;1.6;PCB sockets present. Mod option.;GMA 950;VGA;SSD + SDHC;12, 20;1-2;4.2;7.8;83%;1.3 MP;Touchpad 2-buttons below;Xandros;XP;;
Asus;Eee PC 904HD;1.40;3.09;8.9;1024×600 WVGA;133;Celeron-M;0.9;;?;VGA;HDD;80;1;?;?;?;?;;?;XP;;
Asus;Eee PC 1000;1.45;3.19;10.1;1024×600 WSVGA matte;117;Atom N270;1.6;;945 GME;VGA;SSD + SDHC, HDD;40 / 80 / 120 / 160;1, 2;4.2;7.8;92%;?;;Xandros;XP;;
Asus;Eee PC 1000HE[8];1.45;3.20;10.1;1024×600 WSVGA matte;117;Atom N280;1.66;;GMA 950;VGA;HDD;160;1, 2;?;9.5;92%;1.3 MP;Touchpad 2-buttons below;None;XP Home;;
Asus;Eee PC 1001HA[9];1.1;2.4;10.1;1024×600 WSVGA, matte;117;Atom N270;1.6;;GMA 950;VGA;HDD;160;1, 2 (one slot, field upgradable);4 (3-cell, 2200mAh, 23Wh);8 (6-cell, 4600mAh, 48Wh);92%;0.3 MP;Touchpad 2-buttons below, multitouch;GNU;XP Home;;
Asus;Eee PC 1005HA-PU1X[10][Note 4];1.27;2.81;10.1;1024×600 WSVGA, glossy;117;Atom N280;1.66;;GMA 950;VGA;HDD;160 + 10 Eee Storage;1, 2 (one slot, field upgradable)[Note 4];;10.5 (6-cell, 5600mAh, 63Wh);92%;1.3 MP;Touchpad 2-buttons below, multitouch;None;XP Home;;
Asus;Eee PC 1001PX-EU0X[11];1.1;2.42 (with 3 cell battery?);10.1;1024×600 WSVGA, matte;117;Atom N450;?;;Intel UMA;VGA;HDD;160 (XP) / 250 (Win 7) + 10 Eee Storage;1, 2 (one slot, field upgradable;4.5 (3 cell, 23Wh);9 (6-cell, 48Wh);95%;0.3 MP;Touchpad 2-buttons below, multitouch;None;XP Home or 7 Starter;;
Asus;Eee PC 1008HA[12];1.09;2.40;10.1;1024×600 WSVGA glossy;117;Atom N280;1.66;;GMA 950;VGA;HDD;160 + 10 Eee Storage;1, 2;?;6.0;92%;1.3 MP;;GNU;XP Home;;
Asus;Eee PC 1015P[13];1.1 / 1.25;;10.1;1024x600 WSVGA;117;Intel Atom N450;?;;?;VGA;HDD;?;1 - 2 (DDR2);5 (3-cell, 23Wh);9 (6-cell, 48Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Starter;Eee PC 1015P Manual;
Asus;Eee PC 1015PD[14];1.1 / 1.25;;10.1;1024x600 WSVGA;117;Intel Atom N455 / N475;?;;NVIDIA ION N11M-PT1;VGA;HDD;160 / 250 / 320 + Web Storage (1 year);1 - 2 (DDR3);4.5 (3-cell, 23Wh);13 (6-cell, 63Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Starter;Eee PC 1015PD Manual;
Asus;Eee PC 1015PE[15];1.1 / 1.25;;10.1;1024x600 WSVGA;117;Intel Atom N550;1.5;;?;VGA;HDD;160 / 250 / 320 + Web Storage (500 GB);1 - 2 (DDR2);5 (6-cell, 23Wh);13.5 (6-cell, 63Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Starter;Eee PC 1015PE Manual;
Asus;Eee PC 1015PED[16];1.1 / 1.25;;10.1;1024x600 WSVGA;117;Intel Atom N455 / N475;?;;?;VGA;HDD;160 / 250 / 320 + Web Storage (500 GB);1 - 2 (DDR3);4.5 (3-cell, 23Wh);13 (6-cell, 63Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Starter;Eee PC 1015PED Manual;
Asus;Eee PC 1015PEM[17];1.27;;10.1;1024x600 WSVGA;117;Intel Atom N550;1.5;;?;VGA;HDD;160 / 250 / 320 + Web Storage (500 GB);1 - 2 (DDR3);10 (6-cell, 48Wh);13 (6-cell, 63Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Starter;Eee PC 1015PEM Manual;
Asus;Eee PC 1015PN[18];1.25;;10.1;1024x600 WSVGA;117;Intel Atom N570;?;;NVIDIA ION N11M-PT1;VGA, HDMI;HDD;250 + Web Storage (500 GB);1 - 2 (DDR3);8 (6-cell, 47Wh);10 (6-cell, 56Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Home Premium / 7 Starter;Eee PC 1015PN Manual;
Asus;Eee PC 1015T[19];1.25;;10.1;1024x600 WSVGA;117;AMD APU ?;?;;?;VGA;HDD;160 / 250 / 320;1 - 4 (DDR3);6 (6-cell, 48Wh);7.5 (6-cell, 63Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Starter;Eee PC 1015T Manual;
Asus;Eee PC 1015B[20];1.28 / 1.3;;10.1;1024x600 WSVGA;117;AMD APU C30 / C50;1.2 / 1.0;;AMD Radeon HD 6250;VGA, HDMI;HDD;250 / 320 / 500 + Web Storage;1 - 2 (DDR3);3 (3-cell, 2200mAh, 23Wh);8.5 (6-cell, 5200mAh, 56Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Starter;Eee PC 1015B Manual;
Asus;Eee PC 1015BX[21];1.17 / 1.29;;10.1;1024x600 WSVGA;117;AMD APU C30 / C50 / C60;1.2 / 1.0;;AMD Radeon HD 6250 / 6290;VGA, HDMI;HDD;250 / 320 / 500 + 3 (Web Storage);1 - 2 (DDR3);3 (3-cell, 2200mAh, 23Wh);7.5 (6-cell, 5200mAh, 56Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Starter;Eee PC 1015BX Manual;
Asus;Eee PC 1015CX[22];1.1 / 1.25;;10.1;1024x600 WSVGA;117;Intel Atom N2600;1.6;;Intel NM10 (Chipset);VGA, HDMI;HDD;320 / 500;1 - 2 (DDR3);5 (3-cell, 23Wh);11 (6-cell, 47Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Starter;Eee PC 1015CX Manual;
Asus;Eee PC 1016P[23];1.13 / 1.27;;10.1;1024x600 WSVGA;117;Intel Atom N455;1.66;;Intel NM10 (Chipset);VGA;HDD;160 / 250 / 320;1 - 2 (DDR3);4.5 (3-cell, 23Wh);13 (6-cell, 63Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Pro 7 Home Premium;Eee PC 1016P Manual;
Asus;Eee PC T91[24][25];0.9;2.1;8.9;1024×600 WSVGA touchscreen;133;Atom Z520;1.33;;GMA 500;VGA;SSD + SDHC;16 + 20 Eee Storage;1;(Internal LiPo,? cell, 3850 mAh);4.0;92%;0.3 MP;Touchpad 2-buttons below;?;XP Home;;
Asus;Eee PC T91MT;0.96;2.1;8.9;1024×600 WSVGA touchscreen;133;Atom Z520;1.33;;GMA 500;VGA;SSD + SDHC;32 + 500 Eee Storage;1;(Internal LiPo,? cell, 3850 mAh);5.0;92%;0.3 MP;Touchpad 2-buttons below;?;7 Home;;
Asus;Eee PC T101MT[26];1.3;2.86;10.1;1024×600 WSVGA touchscreen;117;Intel Atom N450 / N570;1.66;;GMA 3150;VGA;HDD + SDXC;160/320 + 500 Eee Storage;1, 2;LiPo,4 cell,?, 4900 mAh 35 Wh);6.5;?;0.3 MP;Touchpad 2-buttons below;?;7 S/HB/HP;;
Asus;Eee PC 1225B[27];1.44;;11.6;1366x768 WXGA;135;AMD APU E450 / C60;1.65 / 1.0;;AMD Radeon HD 6320 / 6290;VGA, HDMI;HDD;320 / 500 / 750 + 3 (Web Storage);1 - 4 (DDR3);7 (6-cell, 56Wh);7 (6-cell, 56Wh);?;0.3 MP;Touchpad 2-buttons below;-;7 Home Premium;Eee PC 1225B Manual;
