John McCain;Barack Obama;
John McCain voted for the appointment of Justice Roberts. McCain favors a more Constructionist standpoint and says he would work to safeguard against Judicial activism.[160];Barack Obama was 1 of 22 Senators to vote against the appointment of Justice Roberts.;
Chuck Baldwin;Bob Barr;Cynthia McKinney;Ralph Nader;
 ;;;;
