;Trident;Tasman;Gecko;WebKit;KHTML;Presto;iCab;
b;<3.1[IE 1] [6];Yes;Yes;Yes;Yes;Yes;Yes;
big;<3.1[IE 3] [6];
hr;<3.1[IE 1] [8];
i;<3.1[IE 1] [6];
small;<3.1[IE 3] [6];
sub;
sup;
tt;Yes;
