John McCain;Barack Obama;
John McCain said that it was critical to avoid further confrontation between Russian and Georgian forces. McCain wanted to work with the EU and the OSCE to pressure Russia to withdraw from all sovereign Georgian territory.[135];;
Chuck Baldwin;Bob Barr;Cynthia McKinney;Ralph Nader;
 ;;;;
