Graphics;Launch;Market;Chipset;Code name;Device id.[3];Core render clock (MHz);Pixel pipelines;Shader model (vertex/pixel);API support[4];Memory bandwidth (GB/s);DVMT (MiB);Hardware acceleration;
Direct3D;OpenGL;OpenCL;MPEG-2;VC-1;AVC;
Extreme Graphics;2002;Desktop;845G 845GL 845GV;Brookdale;2562;200;2;3.0 (SW) / No;6.0 (full) 9.0 (some features, no hardware shaders);1.3 ES 1.1Linux;No;2.1;64;MC;No;No;
2001;Mobile;830M 830MG;Almador;3577;166[5];1;
Extreme Graphics 2;2003;Desktop;865G 865GV;Springdale;2572;266;6.4;
Mobile;852GM 852GME 852GMV;Montara;3582;133–266;2.1–2.7;
854;358E;
855GM 855GME;3582;
