John McCain;Barack Obama;
McCain is against government regulation of network neutrality unless evidence of abuse exists. He is quoted in May 2007 as saying, "let's see how this thing all turns out, rather than anticipate a problem that so far has not arisen in any significant way,"[61] and, "When you control the pipe you should be able to get profit from your investment."[62][63];Obama is "a strong supporter of Net neutrality," saying that regulations are required to prevent the telecom companies from changing "the internet as we know it." Promoting net neutrality would be a priority in his first year as president.[64];
Chuck Baldwin;Bob Barr;Cynthia McKinney;Ralph Nader;
;;In June, 2006 McKinney voted for network neutrality.[65];Strongly supports net neutrality.[66];
