Model;Launch;Code name;Fab (nm);Transistors (million);Die size (mm2);Bus interface;Clock rate;Core config;Fillrate;Memory;Processing power (GFLOPS);TDP (Watts);API support (version);Release Price (USD);
Core (MHz);Memory (MHz);Pixel (GP/s);Texture (GT/s);Size (MB);Bandwidth (GB/s);Bus type;Bus width (bit);Single precision;Double precision;Idle;Max.;Direct3D;OpenGL;OpenCL;
Radeon HD 2350;Jun 28, 2007;RV610;65;180;85;PCIe 1.0 ×16 AGP;525;400;40:4:4;2.10;2.10;256;6.40;DDR2;32;42.0;No;;20;10.0;3.3;APP Stream Only;?;
Radeon HD 2400 PRO;Jun 28, 2007;RV610;65;180;85;PCIe 1.0 ×16 AGP PCI;525;400;40:4:4;2.10;2.10;128 256 512;6.40;DDR2;64;42.0;No;;20;10.0;3.3;APP Stream Only;50-55$;
Radeon HD 2400 XT;Jun 28, 2007;RV610;65;180;85;PCIe 1.0 ×16;650;500 700;40:4:4;2.60;2.60;256;8.0 11.2;DDR2 GDDR3;64;52.0;No;;25;10.0;3.3;APP Stream Only;75-85$;
Radeon HD 2600 PRO;Jun 28, 2007;RV630;65;390;153;PCIe 1.0 ×16 AGP;600 600;500 700;120:8:4;2.40;4.80;256 512;16.0 22.4;DDR2 GDDR3;128;144.0;No;;35;10.0;3.3;APP Stream Only;89-99$;
Radeon HD 2600 XT;Jun 28, 2007;RV630;65;390;153;PCIe 1.0 ×16 AGP;800 800;800 1100;120:8:4;3.20;6.40;256 512;25.6 35.2;GDDR3 GDDR4;128;192.0;No;;45 50;10.0;3.3;APP Stream Only;119$ (GDDR3) 149$ (GDDR4);
Radeon HD 2900 GT;Nov 6, 2007;R600 GT;80;720;420;PCIe 1.0 ×16;601;800;240:12:12;7.21;7.21;256 512;51.2;GDDR3;256;288.5;No;;150;10.0;3.3;APP Stream Only;200$;
Radeon HD 2900 PRO;Sep 25, 2007;R600 PRO;80;720;420;PCIe 1.0 ×16;600 600;800 925;320:16:16;9.6;9.6;512 1024;51.2 102.4 118.4;GDDR3 GDDR4;256 512;384.0;No;;200;10.0;3.3;APP Stream Only;250$ (512mb GDDR3) 300$ (1GB GDDR4);
Radeon HD 2900 XT;May 14, 2007;R600 XT;80;720;420;PCIe 1.0 ×16;743 743;828 1000;320:16:16;11.9;11.9;512 1024;105.6 128.0;GDDR3 GDDR4;512;475.5;No;;215;10.0;3.3;APP Stream Only;399$;
