;Trident;Gecko;WebKit;KHTML;Presto;
Images;
img;<3.1[IE 4.0];1.0;Yes;Yes;1.0;
Generic inclusion;
object;4.0[note 2];1.0;Yes;Yes;1.0;
param;<3.1[IE 6.0];
Image maps;
map;<3.1[IE 4.0];1.0;Yes;Yes;1.0;
area;5.0;
