Client name;Encryption protocol;
AIM[100];?;
BlackBerry Messenger[100];?;
eBuddy[100];?;
Gadu-Gadu;TLS[citation needed];
Google Hangouts[100];TLS[168];
Kik Messenger[100];?;
Skype[100][169];TLS[170];
Snapchat[100];?;
Tencent QQ[100];A custom protocol[100];
Yahoo! Messenger[100];?;
Echat[171];?;
