SoX;Unknown;Unknown;Unknown;Yes;External LAME;Unknown;Yes;Unknown;Yes;Yes;AU and other audio file formats;
SpectraLayers;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;.caf, .alac, RAW/PCM, .rm, .au, .snd, AVI, MXF, MP1, MP2, MP4, MKV, Quicktime, .vob, .wmv, WMA;
Studio One;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;OpenTL, BWF, RF64, PreSonus Capture Session, Steinberg Cubase Track Archive, Steinberg Sequel Project, Kristal Audio Engine Project[8];
Sweep;No;No;No;Yes;Yes;No;Yes;No;Yes;Yes;Various versions of WAV (integer, floating point, GSM, and compressed formats); Microsoft PCM, A-law and u-law formats; AIFC and RIFX; various AU/SND formats (Sun/NeXT, Dec AU, G721 and G723 ADPCM); RAW header-less PCM files; Amiga IFF/8SVX/16SV PCM files; Ensoniq PARIS (.PAF); Apple's Core Audio Format (CAF) and others.;
Total Recorder;No;No;No;No;Yes;No;Yes;No;No;Yes;PCM (uncompressed), WMA, Monkey's Audio (APE).;
Tracktion;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;
Traverso;No;No;Unknown;Yes;Yes;Unknown;Yes;Unknown;No;Yes;WavPack;
WaveLab;No;No;Controllers;Yes;Yes;Yes;Yes;No;Yes;Yes;AU, MP2, RAW;
WavePad;No;No;Import;Yes;Yes;Yes;Yes;No;Yes;Yes;import midi, Sun AU, MPEG4 audio, GSM, RAW, Dialogic VOX, AMR Narrowband, Musepack, Monkey's Audio Codec, others;
WaveSurfer;No;No;No;Yes;Import;No;With plugin;No;Yes;No;Import: AU, CSL, SD Export: AU;
;OMF;AAF;MIDI;WAV;MP3;AAC;Ogg;REX2;AIFF;FLAC;Others;
