;OMF;AAF;MIDI;WAV;MP3;AAC;Ogg;REX2;AIFF;FLAC;Others;
Acoustica;No;No;No;Yes;Yes;Yes;Yes;No;Yes;Yes;W64;
Ardour;No[2];No[3];Unknown;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;W64;
Audacity;No;No;No;Yes;Yes;Yes;Yes;No;Yes;Yes;AMR;
AudioDesk;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;No;SDII (native);
Audiotool;No;No;No;Import;Export;No;Export;No;No;No;No;
Audition;Yes;Unknown;No (unsupported since CS5);Yes;Yes;Yes;Yes;No;Yes;Yes;AU, IFF, RAW/PCM, SMP, VOC, VOX, WMA;
BIAS Peak;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Cubase;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;WMA, W64;
Diamond Cut ART;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Digital Performer;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;No;SDII (native);
Ecasound;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
FL Studio;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Import;Yes;XI, REX, REX2;
GarageBand;No;No;Yes[4];Unknown;Yes;Yes;Unknown;Unknown;No;No;;
Goldwave;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Windows Media Audio, AU, Monkey's Audio, VOX, mat, snd, voc;
Harrison Mixbus;No;No;Yes;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;AIFC, NeXT AU/SND, Headerless RAW, PAF, IFF/SVX, Sphere Nist WAV, IRCAM SF, VOC, W64, MAT4, MAT5, PVF, Fasttracker 2 XI, HMM Tool Kit HTK, CAF, SD2;
;OMF;AAF;MIDI;WAV;MP3;AAC;Ogg;REX2;AIFF;FLAC;Others;
Jokosher;No;No;No;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;;
Kristal;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Live;No;No;Yes;Yes;Import;Yes;Yes;Yes;Yes;Yes;SDII (Mac OS X Only);
LMMS;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;AU, DS, RAW, SPX, VOC. Can also open .flp files;
Logic Express/Studio;Partial;Yes;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;;
Mixcraft;No;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;;
mp3DirectCut;No;No;No;No;Yes;No;No;No;No;No;;
MuLab;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;;
MusE;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
N-Track;No;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;WMA, EDL, WAV64;
Nuendo;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;;
NU-Tech;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Podium;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Pro Tools;Yes[5];Yes[5];Yes;Yes;Yes;Import;Import;Yes (7.4);Yes;No;SDII (Mac OS X Only);
Qtractor;No;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;CAF, HTK, IFF/8SVX, MAT4/5, PAF, PVF, RAW, SDII, SDS, SF, VOC, W64, XI;
REAPER;Partial;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;APE, BWF, MOOG, W64, WavPack;
Reason;No;No;Yes;Yes;Import;Import;No;Yes;Yes;No;SF2, ReFill;
Record;No;No;Yes;Yes;No;No;No;Yes;Yes;No;SF2, ReFill;
;OMF;AAF;MIDI;WAV;MP3;AAC;Ogg;REX2;AIFF;FLAC;Others;
Renoise;No;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;MP4, MP4A, CAF, SFZ;
RiffWorks;No;No;No;Export;No;No;Export;Yes;No;No;;
Rosegarden;No;No;Yes[6];Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Csound, Mup, MuxicXML, h2song[7];
Samplitude;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;WMA, RealAudio;
SONAR;Yes;No;Yes;Yes;Yes;Yes;Import;Yes;No;Yes;W64, CAF, SDII, AU;
Sound Forge;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;SWF (open only), RealAudio & RealVideo (export only), WMA and WMV, AVI, AIF, SND, MPEG-1 and MPEG-2, AU, DIG, IVC, PCA, W64, FRG, VOX, AA3, OMA, CDA, AC-3 studio (save only), RAW;
Soundbooth;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Soundscape 32;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
