Implementation;Developed by;Open source;Software license;Copyright owner;Written in;Latest stable version, release date;Origin;
BearSSL[1];Thomas Pornin;Yes;MIT License;Thomas Pornin;C;0.6 beta;Canada;
Botan;Jack Lloyd;Yes;Simplified BSD License;Jack Lloyd;C++;2.8.0 (October 1, 2018; 2 months ago (2018-10-01)[2]) [±];US (Vermont);
BoringSSL;Google;Yes;OpenSSL-SSLeay dual-license, ISC license;Eric Young, Tim Hudson, Sun, OpenSSL project, Google, and others;C, C++, Go, assembly;??;Australia/EU;
Java;Java FIPS;C#;C# FIPS;Bouncy Castle;The Legion of the Bouncy Castle Inc.;Yes;MIT License;Legion of the Bouncy Castle Inc.;Java, C#;Java 1.60 / June 30, 2018; 5 months ago (2018-06-30)[3] Java FIPS BC-FJA 1.0.1 / March 15, 2018; 8 months ago (2018-03-15)[4] C# 1.8.3 / August 11, 2018; 4 months ago (2018-08-11)[5] C# FIPS BC-FNA 1.0.1 / December 28, 2016; 23 months ago (2016-12-28)[6];Java;Java FIPS;C#;C# FIPS;1.60 / June 30, 2018; 5 months ago (2018-06-30)[3];BC-FJA 1.0.1 / March 15, 2018; 8 months ago (2018-03-15)[4];1.8.3 / August 11, 2018; 4 months ago (2018-08-11)[5];BC-FNA 1.0.1 / December 28, 2016; 23 months ago (2016-12-28)[6];Australia;
Java;1.60 / June 30, 2018; 5 months ago (2018-06-30)[3];
Java FIPS;BC-FJA 1.0.1 / March 15, 2018; 8 months ago (2018-03-15)[4];
C#;1.8.3 / August 11, 2018; 4 months ago (2018-08-11)[5];
C# FIPS;BC-FNA 1.0.1 / December 28, 2016; 23 months ago (2016-12-28)[6];
CryptoComply;SafeLogic;Yes;GNU LGPLv2.1+ and commercial license;SafeLogic;Java, C;Continuous;US;
cryptlib;Peter Gutmann;Yes;Sleepycat License and commercial license;Peter Gutmann;C;3.4.4 (January 10, 2018; 10 months ago (2018-01-10) [7]) [±];NZ;
stable;stable-next;GnuTLS;GnuTLS project;Yes;GNU LGPLv2.1+;Free Software Foundation;C;stable 3.5.19 / July 16, 2018; 4 months ago (2018-07-16)[8] stable-next 3.6.3 / July 16, 2018; 4 months ago (2018-07-16)[8];stable;stable-next;3.5.19 / July 16, 2018; 4 months ago (2018-07-16)[8];3.6.3 / July 16, 2018; 4 months ago (2018-07-16)[8];EU (Greece and Sweden);
stable;3.5.19 / July 16, 2018; 4 months ago (2018-07-16)[8];
stable-next;3.6.3 / July 16, 2018; 4 months ago (2018-07-16)[8];
Java Secure Socket Extension (JSSE);Oracle;Yes;GNU GPLv2 and commercial license;Oracle;Java;11.0.1 (October 6, 2018; 2 months ago (2018-10-06)[9]) [±] 8u191 (October 16, 2018; 61 days ago (2018-10-16)[10]) [±];US;
LibreSSL;OpenBSD Project;Yes;Apache License 1.0, 4-clause BSD License, ISC License, and some are public domain;Eric Young, Tim Hudson, Sun, OpenSSL project, OpenBSD Project, and others;C, assembly;2.8.3 (December 15, 2018; 1 day ago (2018-12-15)[11][12]) [±];Canada;
MatrixSSL[13];PeerSec Networks;Yes;GNU GPLv2+ and commercial license;PeerSec Networks;C;4.0.0 (September 13, 2018; 3 months ago (2018-09-13) [14]) [±];US;
mbed TLS (previously PolarSSL);ARM;Yes;Apache License 2.0, GNU GPLv2+ and commercial license;ARM Holdings;C;2.13.0 (September 10, 2018; 3 months ago (2018-09-10) [15]) [±] 2.7.6 (September 10, 2018; 3 months ago (2018-09-10) [15]) [±] 2.1.15 (September 10, 2018; 3 months ago (2018-09-10) [15]) [±];EU (Netherlands);
Network Security Services (NSS);Mozilla, AOL, Red Hat, Sun, Oracle, Google and others;Yes;MPL 2.0;NSS contributors;C, assembly;3.40.1 (November 30, 2018; 16 days ago (2018-11-30)[16]) [±];US;
OpenSSL;OpenSSL project;Yes;OpenSSL-SSLeay dual-license;Eric Young, Tim Hudson, Sun, OpenSSL project, and others;C, assembly;1.1.1a (November 20, 2018; 26 days ago (2018-11-20)[17]) [±] 1.1.0j (November 20, 2018; 26 days ago (2018-11-20)[17]) [±] 1.0.2q (November 20, 2018; 26 days ago (2018-11-20)[17]) [±];Australia/EU;
RomSTL[18];Allegro Software Development Corporation[19];No;Proprietary;Allegro Software Development Corporation[19];C;6.20;US;
RSA BSAFE SSL-J;RSA Security;No;Proprietary;RSA Security;Java;6.2.4;Australia;
RSA BSAFE Micro-Edition Suite;RSA Security;No;Proprietary;RSA Security;C, assembly;4.1.6.1;Australia;
rustls[20];Joseph Birr-Pixton;Yes;MIT License or Apache License 2.0 or ISC license;Joseph Birr-Pixton;Rust;0.12.0, 2018-01-06;Cambridge, UK;
S2n;Amazon;Yes;Apache License 2.0, GNU GPLv2+ and commercial license;Amazon, Inc.;C;Continuous;US;
SChannel;Microsoft;No;Proprietary;Microsoft Inc.;;Windows 10, 2015-07-29;US;
Secure Transport;Apple Inc.;Yes;APSL 2.0;Apple Inc.;;57337.20.44 (OS X 10.11.2), 2015-12-08;US;
wolfSSL (previously CyaSSL);wolfSSL[21];Yes;GNU GPLv2+ and commercial license;wolfSSL Inc.[22];C;3.15.5 (November 7, 2018; 39 days ago (2018-11-07)[23]) [±];US;
Erlang/OTP SSL application;Ericsson;Yes;Apache License 2.0;Ericsson;Erlang;OTP-21, 2018-06-19;Sweden;
Implementation;Developed by;Open source;Software license;Copyright owner;Written in;Latest stable version, release date;Origin;
