;Trident;Tasman;Gecko;WebKit;KHTML;Presto;iCab;
body;<3.1[IE 1.0] [1];Yes;Yes;Yes;Yes;Yes;Yes;
head;
html;<3.1[IE 1.0] [2];
title;<3.1[IE 1.0] [3];
