Model;Launch;Core;Fab (nm);Transistors (million);Die size (mm2);Bus interface;Core clock (MHz);Memory clock (MHz);Core config1;Fillrate;Memory;API compliance (version);TDP / idle (watts);Notes;
Pixel (GP/s);Texture (GT/s);Size (MB);Bandwidth (GB/s);Bus type;Bus width (bit);Direct3D;OpenGL (OpenCL);
FirePro 2250[146];2007-01-01;RV516;80;107;100;PCIe x1/x16;600;500;2:4:4:4;2.4;0.3;256;32;DDR2;256;9.0c;2.1 (no);20/11;DMS-59 for dual DVI-D output;
FirePro 2270[147];2011-01-31;Cedar GL (RV810);40;292;59;PCIe 2.1 x1/x16;600;600;80(16×5):8:4:1;2.4;4.8;512 1024;9.6;GDDR3;64;11.0;4.3 (1.2);15/8 17/8;DMS-59 for dual output: DP or DVI-I or D-sub;
FirePro 2450 Multi-View[148];2009-01-01;2x RV620 (Terascale 1);55;2× 181;2× 61;PCIe 2.0 x1/x16;600;600;2× 40(8×5):4:4:1;2.4;4.8;512;38.4;GDDR3;256;10.1;3.3 (APP);36/18;2x VHDCI for quad output: DVI-I or D-sub;
FirePro 2460 Multi-View[149][150];2010-04-01;Cedar GL (RV810) (Tera-scale2);40;292;59;PCIe 2.1 x16;500;500;80(16×5):8:4:1;2.0;4.0;512;32;GDDR5;64;11.0;4.3 (1.2);17/13;4x Mini DP for quad output: DP or DVI-D, UVD2, PowerPlay, Eyefinity;
