Model;Launch;Fab (µm);Bus interface;Memory;
Size (KiB);Bus type;Bus width (bit);
Mach 8;1991;0.8;ISA, MCA;512 1024;DRAM VRAM;32;
Mach 32;1992;0.8;ISA, EISA, VLB PCI, MCA;1024 2048;DRAM VRAM;64;
Mach 64;1994;0.6;ISA, VLB, PCI;1024, 2048, 4096, 8192;DRAM, VRAM, SGRAM;64;
