Dataset Name;Brief description;Preprocessing;Instances;Format;Default Task;Created (updated);Reference;Creator;
DBpedia Neural Question Answering (DBNQA) Dataset;A large collection of Question to SPARQL specially design for Open Domain Neural Question Answering over DBpedia Knowledgebase.;This dataset contains a large collection of Open Neural SPARQL Templates and instances for training Neural SPARQL Machines; it was pre-processed by semi-automatic annotation tools as well as by three SPARQL experts.;894,499;Question-query pairs;Question Answering;2018;[405][406];Hartmann, Soru, and Marx et al.;
