Model;Code Name;Release Date;CPU Socket;Processors Supported;Fab (nm);HT Frequency (MHz);PCI-Express;SLI;PCI;USB;PATA;SATA;LAN;Sound;Features;Notes;
nForce 710a;MCP78;2008;Socket AM2+;Athlon 64 Athlon 64 X2 Athlon 64 FX Opteron Sempron Phenom Phenom II;;HT 3.0 2.6 GHz;2.0 20 lanes;No;5 Ports;12 Ports Rev 2.0;1 Ports UDMA 133;6 Ports 3.0Gbit/s;1000 Mbit/s;HDA;;;
nForce 720a;2008;;No;Onboard GeForce 8100;;
nForce 720d;2008;;No;;Rebranded nForce 710a;
nForce 730a;MCP72;May 2008;;No;Onboard GeForce 8200;Hybrid with IGP;
nForce 740a SLI;May 2008;;x8+x8;;;
nForce 750a SLI;May 2008;;2.0 18 lanes;x8+x8;Onboard GeForce 8200;Hybrid with IGP;
nForce 780a SLI;MCP72 + nForce200;May 2008;;2.0 51 lanes;x16+x16 x16+x16+x8 x8+x8+x8;Onboard GeForce 8200;Hybrid with IGP;
