;Creator;Latest stable version;Release date;OS;Software license;Open source;Programming language;Plugin support;
Launchy;Josh Karlin;2.5.0;April 4, 2010;Microsoft Windows, Linux, macOS;GPL;Yes;C++ (Qt);Yes;
