XEP;Description;Status;ejabberd;iChat Server;jabberd14;jabberd2;Metronome;Isode M-Link;MongooseIM;Openfire;Prosody;Tigase;
0004;Data forms;Final;Yes[7];Unknown;Unknown;No[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5][22];
0009;Jabber RPC;Final;Yes[7];Unknown;Unknown;No[18];Unknown;No;No;Unknown;Yes[21];Unknown;
0012;Last Activity;Final;Yes[7];Unknown;Yes[2];Yes[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Unknown;
0013;Flexible offline message retrieval;Draft;No[7];Unknown;Yes[2];No[18];No[19];No;No;Yes[4];No[21];Unknown;
0016;Privacy Lists;Deprecated;Yes[7];Unknown;Yes[2];Yes[18];Yes[19];No;Yes;Unknown;Yes[21];Yes[5];
0018;Invisible Presence;Rejected;Yes[7];Unknown;Yes[2];No[18];No;No;Yes;Unknown;Unknown;Unknown;
0020;Feature negotiation;Deprecated;Yes[23];Unknown;Unknown;No[18];Unknown;No;No;No[4];Yes[21];Unknown;
0022;Message Events;Obsolete;Yes[7];Unknown;Yes[2];Yes[18];Unknown;No;Yes;Unknown;Yes[21];Unknown;
0023;Message Expiration;Obsolete;Yes[7];Unknown;Yes[2];Yes[18];Unknown;No;Yes;Unknown;Unknown;Unknown;
0025;HTTP Polling;Obsolete;Yes[7];Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0030;Service Discovery;Final;Yes[7];Unknown;Yes[2];Yes[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
0033;Extended Stanza Addressing;Draft;Yes[7][24];Unknown;Unknown;No[18];No[19];No;No;Yes[4];Partial Contrib.[21][25];Unknown;
0039;Statistics Gathering (deferred);Deferred;Yes[7];Unknown;Unknown;No[18];No[19];No;No;Unknown;Unknown;Yes[5];
0045;Multi User Chat;Draft;Yes[7];Unknown;Contrib.[2][26];No[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
0047;In-Band Bytestreams;Final;Yes[7];Unknown;Unknown;No[18];Unknown;No;Yes;Yes[4];Yes[21];Unknown;
0049;Private XML Storage;Historical Use;Yes[7];Unknown;Yes[2];Yes[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
0050;Ad-Hoc Commands;Draft;Yes[7];Unknown;Unknown;No[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
0054;vcard-temp;Historical Use;Yes[7];Unknown;Yes[2];Yes[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
XEP;Description;Status;ejabberd;iChat Server;jabberd14;jabberd2;Metronome;Isode M-Link;MongooseIM;Openfire;Prosody;Tigase;
0055;Jabber Search;Historical Use;Yes[7];Unknown;Unknown;No[18];Yes[19];Yes[20];Yes;Yes[4][27];No[21];Unknown;
0059;Result set management;Draft;Yes[7];Unknown;Unknown;No[18];Partial[19];No;Yes;Yes[4];No[21];Unknown;
0060;Publish-Subscribe;Draft;Yes[7];Unknown;Contrib.[2][28];No[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
0065;SOCKS5 Bytestreams;Draft;Yes[7];Unknown;Contrib.[2][29];No[18];Yes[19];No;No;Yes[4];Yes[21];Yes[5];
0066;Out of Band Data;Draft;Yes[7];Unknown;Unknown;No[18];Unknown;No;Yes;Unknown;Yes;Unknown;
0068;Field Standardization for Data Forms;Approved;Yes[7];Unknown;Unknown;No[18];Unknown;Yes[20];Yes;Unknown;Yes[21];Unknown;
0070;Verifying HTTP Requests via XMPP;Draft;No[7];Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0073;Basic IM Protocol Suite;Obsolete;Unknown;Unknown;Yes[2];Yes[18];Yes;No;Yes;Yes[4];Yes;Yes[5];
0077;In-Band Registration;Final;Yes[7];Unknown;Yes[2];Yes[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
0078;Non-SASL Authentication;Obsolete;Yes[7];Unknown;Yes[2];Yes[18];No[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
0079;Advanced Message Processing;Draft;Contrib.[7][30];Contrib.[7];Unknown;Yes[18];No[19];No;Template:Yes, partial;Unknown;No[21];Yes[5];
0080;User Location;Draft;Unknown;Unknown;Unknown;No[18];Yes[19];No;Yes;Unknown;Yes[21];Unknown;
0082;XMPP Date and Time Profiles;Approved;Yes[7];Unknown;Unknown;No[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Unknown;
0083;Nested Roster Groups;Approved;Yes[7];Unknown;Yes[2];Yes[18];Yes[19];No;Yes;Unknown;Yes[21];Unknown;
0084;User Avatar;Draft;Unknown;Unknown;Unknown;No[18];Yes[19];No;No;Unknown;Yes[21];Unknown;
0085;Chat State Notifications;Final;Yes[7];Unknown;Unknown;No[18];Yes;No;Yes;Unknown;Yes[21];Yes[5];
0086;Error Condition Mappings;Deprecated;Yes[7];Unknown;Yes[2];Yes[18];No[19];No;Yes;Yes[4];No;Unknown;
0090;Legacy Entity Time;Obsolete;Yes[7][31];Unknown;Yes[2];Yes[18];No[19];No;No;Yes[4];Yes[21];Unknown;
XEP;Description;Status;ejabberd;iChat Server;jabberd14;jabberd2;Metronome;Isode M-Link;MongooseIM;Openfire;Prosody;Tigase;
0091;Legacy Delayed Delivery;Obsolete;Yes[7][31];Unknown;Yes[2];Yes[18];Yes;Yes[20];No;Yes[4];Yes[21];Unknown;
0092;Software Version;Draft;Yes[7];Unknown;Yes[2];Yes[18];Yes[19];Yes[20];No;Yes[4];Yes[21];Yes[5];
0093;Roster Item Exchange;Deprecated;Unknown;Unknown;Yes[2];Yes[18];Unknown;No;Yes;Unknown;No;Unknown;
0095;Stream Initiation;Deprecated;Unknown;Unknown;Unknown;No[18];Unknown;No;Yes;Unknown;No;Unknown;
0096;SI File Transfer;Deprecated;Unknown;Unknown;Unknown;No[18];Unknown;No;Yes;Yes[4];Yes[21];Unknown;
0106;JID escaping;Draft;Yes[7];Unknown;Unknown;No[18];Yes;No;Yes;Yes[4];Yes[21];Unknown;
0107;User Mood;Draft;Unknown;Unknown;Unknown;No[18];Yes[19];No;No;Unknown;Yes[21];Unknown;
0108;User Activity;Draft;Unknown;Unknown;Unknown;No[18];Yes[19];No;No;Unknown;Yes[21];Unknown;
0114;Jabber Component Protocol;Historical Use;Yes[7];Unknown;Yes[2];Yes[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
0115;Entity Capabilities;Draft;Yes[7];Unknown;Unknown;No[18];Yes[19];No;No;Yes[4];Yes[21];Unknown;
0118;User Tune;Draft;Unknown;Unknown;Unknown;No[18];Yes[19];No;No;Unknown;Yes[21];Unknown;
0122;Data Forms Validation;Draft;Unknown;Unknown;Unknown;No[18];No[19];No;Yes;No;No[21];Unknown;
0124;Bidirectional-streams Over Synchronous HTTP (BOSH);Draft;Yes[7];Unknown;Contrib.[2][32];No[18];Yes[19];No;Yes;Yes[4];Yes[21];Yes;
0126;Invisibility;Approved;Unknown;Unknown;Unknown;No[18];Yes[19];No;Yes;Yes[4];Yes[21];Unknown;
0128;Service Discovery Extensions;Approved;No[7];Unknown;Unknown;Yes[18];Yes[19];Yes[20];No;Yes[4];Yes[21];Unknown;
0130;Waiting Lists;Deprecated;No[7];Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0131;Stanza Headers and Internet Metadata;Draft;No[7];Unknown;Unknown;No[18];Unknown;Yes[20];No;Unknown;Yes[21];Unknown;
0133;Service Administration;Approved;Yes[7];Unknown;Unknown;No[18];Yes[19];Yes[20];No;Unknown;Yes[21];Yes[5];
0136;Message archiving;Deprecated;Contrib.[7][33];Unknown;Contrib.[2][34];No[18];No[19];No;No;Yes/Plugin[35];Contrib.[36];Yes[5];
0137;Publishing SI Requests;Deprecated;No[7];Unknown;Unknown;No[18];Yes;No;No;Unknown;No;Unknown;
XEP;Description;Status;ejabberd;iChat Server;jabberd14;jabberd2;Metronome;Isode M-Link;MongooseIM;Openfire;Prosody;Tigase;
0138;Stream Compression;Final;Yes[7];Unknown;Unknown;Yes[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
0148;Instant Messaging Intelligence Quotient;Humorous;Unknown;Unknown;Unknown;No[18];unfinished [citation needed];No;No;Unknown;experimental [citation needed];Yes[5];
0153;vCard-Based Avatars;Historical Use;Yes[7];Unknown;Yes[2];Yes[18];Yes[19];No;Yes;Unknown;Yes[21];Yes[5];
0154;User profile;Deferred;Contrib.[7];Unknown;Unknown;No[18];Yes[19];No;No;Unknown;No[21];Unknown;
0157;Contact Addresses for XMPP Services;Approved;Yes[7][37];Unknown;Yes[2];Yes[18];Yes[19];No;Yes;Unknown;Contrib.[21];Unknown;
0158;CAPTCHA Forms;Draft;Yes[7];Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0159;Spim-Blocking Control;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0160;Best Practices for Handling Offline Messages;Approved;Yes[7];Unknown;Yes[2];Yes[18];Yes[19];No;Yes;Unknown;Yes[21];Unknown;
0161;Abuse Reporting;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0163;Personal Eventing Protocol;Draft;Yes[7];Unknown;Unknown;No[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
0168;Resource Application Priority;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0170;Recommended Order of Stream Feature Negotiation;Approved;Yes[7][38];Yes[7];Yes[2];Yes[18];Yes[19];No;Yes;Unknown;Yes[21];Unknown;
0171;Language Translation;Draft;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;Yes[21];Unknown;
0172;User Nickname;Draft;No[7];Unknown;Unknown;No[18];Yes[19];No;No;Unknown;Yes[21];Unknown;
0175;Best Practices for Use of SASL ANONYMOUS;Approved;Yes[7];Unknown;Unknown;Yes[18];Yes[19];No;Yes;Yes[4];Yes[21];Yes[5];
0176;Jingle ICE-UDP Transport Method;Draft;Yes[7];Unknown;Unknown;No[18];Unknown;No;No;Unknown;Yes[21];Unknown;
0178;Best Practices for Use of SASL EXTERNAL with Certificates;Approved;No[7];Unknown;Yes[2];Yes[18];Yes[19];No;No;Unknown;No[21];Unknown;
0182;Application-Specific Error Conditions;Approved;Unknown;Unknown;Unknown;No[18];Yes[19];No;Unknown;Unknown;Yes[21];Unknown;
XEP;Description;Status;ejabberd;iChat Server;jabberd14;jabberd2;Metronome;Isode M-Link;MongooseIM;Openfire;Prosody;Tigase;
0184;Message Delivery Receipts;Draft;No[7];Unknown;Unknown[2];Unknown[18];Unknown;No;Yes;Unknown;Yes[21];Unknown;
0185;Dialback Key Generation and Validation;Approved;Unknown;Unknown;Yes[2];Yes[18];Yes[19];No;Yes;Unknown;Yes[21];Unknown;
0189;Public Key Publishing;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;Yes[21];Unknown;
0190;Best Practice for Closing Idle Streams;Obsolete;Yes[7];Unknown;Unknown;Yes[18];Yes[19];No;Unknown;Unknown;No[21];Unknown;
0191;Blocking Command;Draft;Yes[7];Unknown;Unknown;Yes[18];Yes[19];No;Yes;Unknown;Yes[39];Unknown;
0192;Proposed Stream Feature Improvements;Obsolete;Unknown;Unknown;Unknown;Yes[18];No[19];No;Unknown;Unknown;Unknown;Unknown;
0193;Proposed Resource Binding Improvements;Obsolete;Contrib.[7][40];Contrib.[7];Unknown;Yes[18];No[19];No;Unknown;Unknown;Unknown;Unknown;
0194;User Chatting;Deferred;Unknown;Unknown;Unknown;No[18];Yes[19];No;No;Unknown;Yes[21];Unknown;
0195;User Browsing;Deferred;Unknown;Unknown;Unknown;No[18];Yes[19];No;No;Unknown;Yes[21];Unknown;
0198;Stream Management;Draft;Yes[7][41][42];No[7];No;Yes[18];Yes[19];Yes[20];Yes;Partial[43];Yes[21];Yes[5];
0199;XMPP Ping;Final;Yes[7][44];Yes[7];Yes[2];Yes[18];Yes[19];Yes[20];Yes;Unknown;Yes[21];Yes[5];
0202;Entity Time;Final;Yes[7];Unknown;Unknown;Yes[18];Yes[19];No;Yes;Unknown;Yes[21];Unknown;
0203;Delayed Delivery;Final;Yes[7];Unknown;Unknown;Yes[18];Yes[19];Yes[20];Yes;Yes[4];Yes[21];Yes[5];
0205;Best Practices to Discourage Denial of Service Attacks;Approved;Partial[7];Yes;Unknown;Yes[18];Yes[19];No;Partial;Unknown;No[21];Unknown;
0206;XMPP over BOSH;Draft;Yes[7];Unknown;Unknown;No[18];Yes[19];No;Yes;Unknown;Yes[21];Yes[5];
0209;Metacontacts;Deferred;Unknown;Unknown;Unknown;Yes[18];Yes[19];No;Yes;Unknown;Yes[21];Unknown;
0212;XMPP Basic Server 2008;Obsolete;Yes[7];Unknown;Unknown;Yes[18];Unknown;Yes[20];Yes;Unknown;Yes;Unknown;
0214;File Repository and Sharing;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0215;External Service Discovery;Deferred;No[7][45];No[7];Unknown;No[18];Yes[19];No;No;Unknown;No[21];Unknown;
0216;XMPP Intermediate IM Server 2008;Obsolete;Yes[7];Unknown;Unknown;Yes[18];Unknown;No;Yes;Unknown;Yes[21];Unknown;
0220;Server Dialback;Draft;Unknown;Unknown;Unknown;Yes[18];Yes[19];Yes[20];Unknown;Unknown;Yes[21];Yes[5];
XEP;Description;Status;ejabberd;iChat Server;jabberd14;jabberd2;Metronome;Isode M-Link;MongooseIM;Openfire;Prosody;Tigase;
0221;Data Forms Media Element;Draft;Unknown;Unknown;Unknown;No[18];No[19];No;Unknown;Unknown;No[21];Unknown;
0223;Persistent Storage of Private Data via PubSub;Approved;Yes[7];Yes;Unknown;No[18];Yes;No;No;Unknown;No;Unknown;
0225;Component Connections;Deferred;No[7];Unknown;Unknown;Yes[18];No[19];No;No;Unknown;No[21];Yes[5];
0227;Portable Import/Export Format for XMPP-IM Servers (proposed);Draft;Yes[7];Unknown;Unknown;No[18];No[19];Yes[20];No;Unknown;Yes[21];Unknown;
0230;Service Discovery Notifications;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0232;Software Information;Deferred;Unknown;Unknown;Unknown;Yes[18];No[19];No;No;Unknown;No[21];Unknown;
0233;Use of Domain-Based Service Names in XMPP SASL Negotiation;Draft;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0235;OAuth Over XMPP;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0236;Abuse Reporting;Retracted;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0237;Roster Versioning;Obsolete;Yes[7];Unknown;Unknown;Yes[18];Yes[19];Yes[20];Yes;Unknown;Yes[21];Yes[5];
0238;XMPP Protocol Flows for Inter-Domain Federation;Deferred;Unknown;Unknown;Unknown;Yes[18];Unknown;No;Unknown;Unknown;Unknown;Unknown;
0241;Encryption of Archived Messages;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0243;XMPP Server Compliance 2009;Obsolete;Yes[7];Unknown;Unknown;Yes[18];Yes;Yes[20];Yes;Unknown;Yes[21];Unknown;
0248;PubSub Collection Nodes;Deferred;Yes[7];Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Partial[5];
0252;BOSH Script Syntax;Deferred;Unknown;Unknown;Unknown;No[18];Yes[19];No;No;Unknown;No[21];Unknown;
0253;PubSub Chaining;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Partial[5];
0254;PubSub Queueing;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0255;Location Query;Deferred;Unknown;Unknown;Unknown;No[18];No;No;No;Unknown;No[21];Unknown;
0256;Last Activity in Presence;Draft;Unknown;Unknown;Unknown;No[18];No[19];No;Unknown;Unknown;No[21];Unknown;
0257;Client Certificate Management for SASL EXTERNAL;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;Contrib.[21];Unknown;
0258;Security Labels in XMPP;Draft;Unknown;Unknown;Unknown;Unknown;Unknown;Yes[20];No;Unknown;Contrib.[21];Unknown;
0259;Message Mine-ing;Deferred;Unknown;Unknown;Unknown;No[18];No[19];No;No;Unknown;No[21];Unknown;
0268;Incident Handling;Deferred;Unknown;Unknown;Unknown;Unknown;Yes[19];No;No;Unknown;Contrib.[46];Unknown;
0270;XMPP Compliance Suites 2010;Obsolete;Yes[7];Unknown;Unknown;No[18];Yes;Yes[20];Yes;Unknown;Unknown;Unknown;
0273;Stanza Interception and Filtering Technology (SIFT);Deferred;Unknown;Unknown;Unknown;Unknown;Partial[19];No;No;Unknown;Contrib.[21];Unknown;
0278;Jingle Relay Nodes;Experimental;Yes[7];Unknown;Unknown;No[18];Yes[19];No;No;Unknown;Unknown;Unknown;
0279;Server IP Check;Deferred;Yes[7];Unknown;Unknown;No[47][47];Yes[19];No;Yes;Unknown;Contrib.[21][48];Unknown;
0280;Message Carbons;Experimental;Yes[7];Unknown;Unknown;Unknown;Yes[19];No;Yes[49];Yes[43];Yes[50];Yes[51];
0288;Bidirectional Server-to-Server Connections;Draft;Unknown;Unknown;Unknown;Unknown;Yes;Yes[20];No;Unknown;Unknown;Unknown;
0289;Federated MUC for Constrained Environments;Deferred;Unknown;Unknown;Unknown;Unknown;No;Yes[20];No;Unknown;Unknown;Unknown;
0302;XMPP Compliance Suites 2012;Obsolete;Yes[7];Unknown;Unknown;Unknown;Yes;No;Yes;Unknown;Unknown;Unknown;
0309;Service Directories;Deferred;Unknown;Unknown;Unknown;Unknown;Yes[19];Unknown;No;Unknown;Contrib.[21];Unknown;
0313;Message Archive Management;Experimental;Yes[52];Unknown;Unknown;Unknown;Yes[19];No;Yes;Yes[53];Yes[54];Unknown;
0321;Remote Roster Management;Deferred;Yes[41];Unknown;Unknown;Unknown;Unknown[19];Unknown;No;Unknown;Unknown[55];Unknown;
0357;Push Notifications;Experimental;Contrib;Unknown;No;No;Unknown;No;No;No;Contrib.[56];Unknown;
0363;HTTP File Upload;Experimental;Contrib;Unknown;No;No;Unknown;No;No;Yes/Plugin[57];Yes[58];Unknown;
0375;XMPP Compliance Suites 2016;Experimental;Contrib;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;
0376;Pubsub Account Management;Deferred;Contrib;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
XEP;Description;Status;ejabberd;iChat Server;jabberd14;jabberd2;Metronome;Isode M-Link;MongooseIM;Openfire;Prosody;Tigase;
