;Trident;Tasman;Gecko;WebKit;KHTML;Presto;
Exception LSException;
code;DOM3;No;No;No[g 13];No;No;1.0;
Interface DOMImplementationLS;
createLSParser();DOM3;No;No;No;No;No;1.0;
createLSSerializer();
createLSInput();
createLSOutput();
Interface LSParser;
domConfig;DOM3;No;No;No;No;No;1.0;
filter;
async;
busy;
parse();
parseURI();
parseWithContext();
abort();
Interface LSInput;
characterStream;DOM3;No;No;No;No;No;1.0;
byteStream;
stringData;
systemId;
publicId;
baseURI;
encoding;
certifiedText;
Interface LSResourceResolver;
resolveResource();DOM3;No;No;No;No;No;No;
Interface LSParserFilter;
whatToShow;DOM3;No;No;No;No;No;No;
startElement();2.0;
acceptNode();
Interface LSProgressEvent;
input;DOM3;No;No;No;No;No;No;
position;
totalSize;
Interface LSLoadEvent;
newDocument;DOM3;No;No;No;No;No;2.0;
input;No;
Interface LSSerializer;
domConfig;DOM3;No;No;No;No;No;1.0;
newLine;
filter;
write();
writeToURI();
writeToString();
Interface LSOutput;
characterStream;DOM3;No;No;No;No;No;1.0;
byteStream;
systemId;
encoding;
Interface LSSerializerFilter;
whatToShow;DOM3;No;No;No;No;No;No;
