;;Titan FTP Server;Cerberus;Complete;CrushFTP Server;FileZilla;IIS;Multi Server;SFTPPlus;WS FTP;Robo-FTP Server;Serv-u FTP;
;License type;proprietary;proprietary;proprietary;proprietary;FLOSS/GPL2;proprietary;proprietary;proprietary;proprietary;proprietary;proprietary;
OS;Linux;No;No;No;Yes;No;No;Yes;Yes;No;No;No;
Mac OS X;No;No;No;Yes;No;No;No;Yes;No;No;No;
Unix;No;No;?;Yes;No;No;No;Yes;No;No;No;
Windows;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;
User Interface;CLI;No;?;?;Yes;?;Yes, via PowerShell[4];?;Yes;?;No;No;
GUI integrated;Yes;Yes;?;Yes;Yes;Yes;?;Yes;Yes;Yes;?;
GUI(s) separately;Yes;Yes;?;?;?;?;?;Yes;?;Yes;?;
Web-based GUI;Yes;Yes;Yes;Yes;No;No;?;?;?;No;Yes;
Services;FTP;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;
SFTP;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;No;
FTPS;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;
SCP;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;No;
WebDAV;No;No;No;Yes;No;Yes;No;No;No;Yes;No;
HTTP/HTTPS;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;?;
AS2;No;No;No;No;No;No;No;No;No;No;No;
Authentication;LDAP;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;
Active Directory;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;
Local;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;
Database;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;Yes;No;
High Availability;Failover Cluster (active/passive);No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;
Load Balancing (active/active);No;Yes;?;Yes;No;Yes;?;No;Yes;Yes;No;
Automation;Event-handling;Yes;Yes;Yes;Yes;No;No;?;?;?;Yes;?;
Scripting;Yes;No;Yes;Yes;No;No;?;?;?;Yes;?;
;;Titan FTP Server;Cerberus;Complete;CrushFTP Server;FileZilla;IIS;Multi Server;SFTPPlus;WS FTP;Robo-FTP Server;Serv-u FTP;
