v t e;Consumer;Professional;
Portables;MacBook 12" (retina) model; uses Intel Core M processors;MacBook Air 13.3" (non-retina) model; uses Intel Core i5 or i7 processors;MacBook Pro 13.3" (retina P3) and 15.4" (retina and retina P3) models; uses Intel Core i5, i7, or i9 processors;;
Desktops;Mac Mini Entry-level desktop; uses Intel Core i5 or i7 processors;iMac 21.5" (non-retina and 4K P3) and 27" (5K P3) models; uses Intel Core i5 or i7 processors;iMac Pro 27" (5K P3) model; uses Intel Xeon W processors;Mac Pro Customizable workstation desktop; uses Intel Xeon E5 processors;
