;Sensor;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;
3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;
Professional;Full frame;;;;;;?900;;?99;?99 II;
;;;;;;?850;;;;;;;;;
High-end;APS-C;DG-7D;;;?700;;;;?77;?77 II;
Midrange;;;;;;;;;?65;;;?68;
Upper-entry;;;;;;;;?55;?57;;;;;;;
;;;?100;;;?550;?580;;;?58;;;
;;DG-5D;;;;;?500;?560;;;;;;;;;
;;;;;;?450;;;;;;;;;
Entry-level;;;;;;;;?33;?35;?37;;;;;;;
;;;;?350;?380;?390;;;;;;;;;
;;;;?300;?330;;;;;;;;;;
;;;;?200;?230;?290;;;;;;;;;
Early models;Minolta 7000 with SB-70/SB-70S (1986) · Minolta 9000 with SB-90/SB-90S (1986) (Still video SLRs) Minolta MS-C1100 (1992) · Minolta RD-175 (1995);
