Model;Code name;Fab (nm);Bus interface;Core clock (MHz);Shader clock (MHz);Memory clock (MHz);Core config1;Fillrate;Memory;Processing power (GFLOPS);Supported API version;Nvidia Optimus technology;TDP (Watts);Notes;
Pixel (GP/s);Texture (GT/s);Size (MB);Bandwidth (GB/s);Bus type;Bus width (bit);Single precision;Direct3D;OpenGL;
Quadro K2200M;GM107;28;PCIe 3.0 ×16;1150;1150;1253 (5012);640:40:16 (5 SMM);;;2048 4096;80.2;GDDR5;128;1455.8;12.1;4.5;Yes;55;;
