Distribution;Developer;First public release;Based on;Latest release date;Status;Purpose;Cost;
BeleniX;?;?;OpenSolaris, GNU;0.7.1 / July 19, 2008;Discontinued;?;Gratis;
Nexenta OS;Nexenta Systems;2005;OpenSolaris, GNU, Ubuntu;3.1.3.5 (October 31, 2012; 6 years ago (2012-10-31)) [±];Discontinued;?;Gratis;
NexentaStor;Nexenta Systems;?;Nexenta OS;5.0.3, April 2017[1];Active;“Enterprise Grade Unified Block & File Storage”[2];Commercial;
OmniOS;OmniTI;2012[3];illumos, GNU;r151022 (May 12, 2017; 18 months ago (2017-05-12)) [±][4];Active;“Produce a self-hosting, minimalist Illumos-based release suitable for production deployment”[5];Gratis;
OpenIndiana;illumos Foundation et al.;2010;illumos, OpenSolaris, GNU;Hipster 2018.10 (October 23, 2018; 53 days ago (2018-10-23)) [±][6];Active;“To become the de facto OpenSolaris distribution installed on production servers where security and bug fixes are required free of charge”[7];Gratis;
SmartOS;Joyent;?;illumos, GNU;?;Active;Cloud computing (“converged container and virtual machine hypervisor”[8]);Gratis;
v9os;Alexander Eremin;?;illumos;2017-01-14[9];Active;“Server-only, IPS-based minimal SPARC distribution of illumos”[10];Gratis;
Distribution;Developer;First public release;Based on;Latest release date;Status;Purpose;Cost;
