Zhuyin;Wade- Giles;MPS II;Yale;Tong- yong;Hanyu Pinyin;Gwoyeu Romatzyh;IPA;
Tone 1;Tone 2;Tone 3;Tone 4;
?;a;a;a;a;a;a;ar;aa;ah;a;
?;ai;ai;ai;ai;ai;ai;air;ae;ay;ai;
?;an;an;an;an;an;an;arn;aan;ann;an;
?;ang;ang;ang;ang;ang;ang;arng;aang;anq;a?;
?;ao;au;au;ao;ao;au;aur;ao;aw;au;
??;cha;ja;ja;jha;zha;ja;jar;jaa;jah;??a;
??;ch?a;cha;cha;cha;cha;cha;char;chaa;chah;???a;
??;chai;jai;jai;jhai;zhai;jai;jair;jae;jay;??ai;
??;ch?ai;chai;chai;chai;chai;chai;chair;chae;chay;???ai;
??;chan;jan;jan;jhan;zhan;jan;jarn;jaan;jann;??an;
??;ch?an;chan;chan;chan;chan;chan;charn;chaan;chann;???an;
??;chang;jang;jang;jhang;zhang;jang;jarng;jaang;janq;??a?;
??;ch?ang;chang;chang;chang;chang;chang;charng;chaang;chanq;???a?;
??;chao;jau;jau;jhao;zhao;jau;jaur;jao;jaw;??au;
??;ch?ao;chau;chau;chao;chao;chau;chaur;chao;chaw;???au;
??;chê;je;je;jhe;zhe;je;jer;jee;jeh;???;
??;ch?ê;che;che;che;che;che;cher;chee;cheh;????;
??;chei;jei;jei;jhei;zhei;jei;jeir;jeei;jey;??ei;
??;chên;jen;jen;jhen;zhen;jen;jern;jeen;jenn;???n;
??;ch?ên;chen;chen;chen;chen;chen;chern;cheen;chenn;????n;
??;chêng;jeng;jeng;jheng;zheng;jeng;jerng;jeeng;jenq;????;
??;ch?êng;cheng;cheng;cheng;cheng;cheng;cherng;cheeng;chenq;?????;
??;chi;ji;ji;ji;ji;ji;jyi;jii;jih;t?i;
??;ch?i;chi;chi;ci;qi;chi;chyi;chii;chih;t??i;
???;chia;jia;jya;jia;jia;jia;jya;jea;jiah;t?ia;
???;ch?ia;chia;chya;cia;qia;chia;chya;chea;chiah;t??ia;
???;chiang;jiang;jyang;jiang;jiang;jiang;jyang;jeang;jianq;t?ia?;
???;ch?iang;chiang;chyang;ciang;qiang;chiang;chyang;cheang;chianq;t??ia?;
???;chiao;jiau;jyau;jiao;jiao;jiau;jyau;jeau;jiaw;t?iau;
???;ch?iao;chiau;chyau;ciao;qiao;chiau;chyau;cheau;chiaw;t??iau;
???;chieh;jie;jye;jie;jie;jie;jye;jiee;jieh;t?ie;
???;ch?ieh;chie;chye;cie;qie;chie;chye;chiee;chieh;t??ie;
???;chien;jian;jyan;jian;jian;jian;jyan;jean;jiann;t?i?n;
???;ch?ien;chian;chyan;cian;qian;chian;chyan;chean;chiann;t??i?n;
?;chih;jr;jr;jhih;zhi;jy;jyr;jyy;jyh;???;
?;ch?ih;chr;chr;chih;chi;chy;chyr;chyy;chyh;????;
???;chin;jin;jin;jin;jin;jin;jyn;jiin;jinn;t?in;
???;ch?in;chin;chin;cin;qin;chin;chyn;chiin;chinn;t??in;
???;ching;jing;jing;jing;jing;jing;jyng;jiing;jinq;t?i?;
???;ch?ing;ching;ching;cing;qing;ching;chyng;chiing;chinq;t??i?;
???;chiu;jiou;jyou;jiou;jiu;jiou;jyou;jeou;jiow;t?iou;
???;ch?iu;chiou;chyou;ciou;qiu;chiou;chyou;cheou;chiow;t??iou;
???;chiung;jiung;jyung;jyong;jiong;jiong;jyong;jeong;jionq;t?i??;
???;ch?iung;chiung;chyung;cyong;qiong;chiong;chyong;cheong;chionq;t??i??;
???;cho;juo;jwo;jhuo;zhuo;juo;jwo;juoo;juoh;??uo;
???;ch?o;chuo;chwo;chuo;chuo;chuo;chwo;chuoo;chuoh;???uo;
??;chou;jou;jou;jhou;zhou;jou;jour;joou;jow;??ou;
??;ch?ou;chou;chou;chou;chou;chou;chour;choou;chow;???ou;
??;chu;ju;ju;jhu;zhu;ju;jwu;juu;juh;??u;
??;ch?u;chu;chu;chu;chu;chu;chwu;chuu;chuh;???u;
???;chua;jua;jwa;jhua;zhua;jua;jwa;joa;juah;??ua;
???;ch?ua;chua;chwa;chua;chua;chua;chuar;chuaa;chuah;???ua;
???;chuai;juai;jwai;jhuai;zhuai;juai;jwai;joai;juay;??uai;
???;ch?uai;chuai;chwai;chuai;chuai;chuai;chwai;choai;chuay;???uai;
???;chuan;juan;jwan;jhuan;zhuan;juan;jwan;joan;juann;??uan;
???;ch?uan;chuan;chwan;chuan;chuan;chuan;chwan;choan;chuann;???uan;
???;chuang;juang;jwang;jhuang;zhuang;juang;jwang;joang;juanq;??ua?;
???;ch?uang;chuang;chwang;chuang;chuang;chuang;chwang;choang;chuanq;???ua?;
???;chui;juei;jwei;jhuei;zhui;juei;jwei;joei;juey;??uei;
???;ch?ui;chuei;chwei;chuei;chui;chuei;chwei;choei;chuey;???uei;
???;chun;juen;jwun;jhun;zhun;juen;jwen;joen;juenn;??u?n;
???;ch?un;chuen;chwun;chun;chun;chuen;chwen;choen;chuenn;???u?n;
???;chung;jung;jung;jhong;zhong;jong;jorng;joong;jonq;????;
???;ch?ung;chung;chung;chong;chong;chong;chorng;choong;chonq;?????;
??;chü;jiu;jyu;jyu;ju;jiu;jyu;jeu;jiuh;t?y;
??;ch?ü;chiu;chyu;cyu;qu;chiu;chyu;cheu;chiuh;t??y;
???;chüan;jiuan;jywan;jyuan;juan;jiuan;jyuan;jeuan;jiuann;t?y?n;
???;ch?üan;chiuan;chywan;cyuan;quan;chiuan;chyuan;cheuan;chiuann;t??y?n;
???;chüeh;jiue;jywe;jyue;jue;jiue;jyue;jeue;jiueh;t?ye;
???;ch?üeh;chiue;chywe;cyue;que;chiue;chyue;cheue;chiueh;t??ye;
???;chün;jiun;jyun;jyun;jun;jiun;jyun;jeun;jiunn;t?yn;
???;ch?ün;chiun;chyun;cyun;qun;chiun;chyun;cheun;chiunn;t??yn;
?;ê/o;e;e;e;e;e;er;ee;eh;?;
?;eh;ê;e;e;ê;è;èr;èe;èh;?;
?;ei;ei;ei;ei;ei;ei;eir;eei;ey;ei;
?;ên;en;en;en;en;en;ern;een;enn;?n;
?;êrh;er;er;er;er;el;erl;eel;ell;a?;
??;fa;fa;fa;fa;fa;fa;far;faa;fah;fa;
??;fan;fan;fan;fan;fan;fan;farn;faan;fann;fan;
??;fang;fang;fang;fang;fang;fang;farng;faang;fanq;fa?;
??;fei;fei;fei;fei;fei;fei;feir;feei;fey;fei;
??;fên;fen;fen;fen;fen;fen;fern;feen;fenn;f?n;
??;fêng;feng;feng;fong;feng;feng;ferng;feeng;fenq;f??;
??;fo;fo;fwo;fo;fo;fo;for;foo;foh;fuo;
??;fou;fou;fou;fou;fou;fou;four;foou;fow;fou;
??;fu;fu;fu;fu;fu;fu;fwu;fuu;fuh;fu;
??;ha;ha;ha;ha;ha;ha;har;haa;hah;xa;
??;hai;hai;hai;hai;hai;hai;hair;hae;hay;xai;
??;han;han;han;han;han;han;harn;haan;hann;xan;
??;hang;hang;hang;hang;hang;hang;harng;haang;hanq;xa?;
??;hao;hau;hau;hao;hao;hau;haur;hao;haw;xau;
??;hei;hei;hei;hei;hei;hei;heir;heei;hey;xei;
??;hên;hen;hen;hen;hen;hen;hern;heen;henn;x?n;
??;hêng;heng;heng;heng;heng;heng;herng;heeng;henq;x??;
??;ho;he;he;he;he;he;her;hee;heh;x?;
??;hou;hou;hou;hou;hou;hou;hour;hoou;how;xou;
??;hsi;shi;syi;si;xi;shi;shyi;shii;shih;?i;
???;hsia;shia;sya;sia;xia;shia;shya;shea;shiah;?ia;
???;hsiang;shiang;syang;siang;xiang;shiang;shyang;sheang;shianq;?ia?;
???;hsiao;shiau;syau;siao;xiao;shiau;shyau;sheau;shiaw;?iau;
???;hsieh;shie;sye;sie;xie;shie;shye;shiee;shieh;?ie;
???;hsien;shian;syan;sian;xian;shian;shyan;shean;shiann;?i?n;
???;hsin;shin;syin;sin;xin;shin;shyn;shiin;shinn;?in;
???;hsing;shing;sying;sing;xing;shing;shyng;shiing;shinq;?i?;
???;hsiu;shiou;syou;siou;xiu;shiou;shyou;sheou;shiow;?iou;
???;hsiung;shiung;syung;syong;xiong;shiong;shyong;sheong;shionq;?i??;
??;hsü;shiu;syu;syu;xu;shiu;shyu;sheu;shiuh;?y;
???;hsüan;shiuan;sywan;syuan;xuan;shiuan;shyuan;sheuan;shiuann;?y?n;
???;hsüeh;shiue;sywe;syue;xue;shiue;shyue;sheue;shiueh;?ye;
???;hsün;shiun;syun;syun;xun;shiun;shyun;sheun;shiunn;?yn;
??;hu;hu;hu;hu;hu;hu;hwu;huu;huh;xu;
???;hua;hua;hwa;hua;hua;hua;hwa;hoa;huah;xua;
???;huai;huai;hwai;huai;huai;huai;hwai;hoai;huay;xuai;
???;huan;huan;hwan;huan;huan;huan;hwan;hoan;huann;xuan;
???;huang;huang;hwang;huang;huang;huang;hwang;hoang;huanq;xua?;
???;hui;huei;hwei;huei;hui;huei;hwei;hoei;huey;xuei;
???;hun;huen;hwun;hun;hun;huen;hwen;hoen;huenn;xu?n;
???;hung;hung;hung;hong;hong;hong;horng;hoong;honq;x??;
???;huo;huo;hwo;huo;huo;huo;hwo;huoo;huoh;xuo;
?;i/yi;yi;yi;yi;yi;i;yi;yii;yih;i;
??;jan;ran;ran;ran;ran;rhan;ran;raan;rann;?an;
??;jang;rang;rang;rang;rang;rhang;rang;raang;ranq;?a?;
??;jao;rau;rau;rao;rao;rhau;rau;rao;raw;?au;
??;jê;re;re;re;re;rhe;re;ree;reh;??;
??;jên;ren;ren;ren;ren;rhen;ren;reen;renn;??n;
??;jêng;reng;reng;reng;reng;rheng;reng;reeng;renq;???;
?;jih;r;r;rih;ri;rhy;ry;ryy;ryh;??;
???;jo;ruo;rwo;ruo;ruo;rhuo;ruo;ruoo;ruoh;?uo;
??;jou;rou;rou;rou;rou;rhou;rou;roou;row;?ou;
??;ju;ru;ru;ru;ru;rhu;ru;ruu;ruh;?u;
???;juan;ruan;rwan;ruan;ruan;rhuan;ruan;roan;ruann;?uan;
???;jui;ruei;rwei;ruei;rui;rhuei;ruei;roei;ruey;?uei;
???;jun;ruen;rwun;run;run;rhuen;ruen;roen;ruenn;?u?n;
???;jung;rung;rung;rong;rong;rhong;rong;roong;ronq;???;
??;ka;ga;ga;ga;ga;ga;gar;gaa;gah;ka;
??;k?a;ka;ka;ka;ka;ka;kar;kaa;kah;k?a;
??;kai;gai;gai;gai;gai;gai;gair;gae;gay;kai;
??;k?ai;kai;kai;kai;kai;kai;kair;kae;kay;k?ai;
??;kan;gan;gan;gan;gan;gan;garn;gaan;gann;kan;
??;k?an;kan;kan;kan;kan;kan;karn;kaan;kann;k?an;
??;kang;gang;gang;gang;gang;gang;garng;gaang;ganq;ka?;
