Model;PCI Express (PCIe);SATA + SATA Express;USB: 3.1 Gen 2 + 3.1 Gen 1 + 2.0;RAID;AMD StoreMI;Overclocking;TDP (W);Chipset Lithography;Additional Information;
CPU/APU PCIe Link to Chipset;Chipset PCIe 2.0 Lanes;CrossFire;SLI;
X470[12];×4 Gen 3.0;×8;Yes;Yes;6 + 2;2 + 10 + 6;0,1,10;Yes;Yes;4.8;55 nm[13];"Enthusiast";
X370[14][15][16][17];No;6.8;
B450[12][18][19];×6;No;4 + 1;2 + 6 + 6;Yes;4.8;"Performance";
B350[20][21][22][16][17];No[23];No;6.8;
A320[20][21][16][17];×4;1 + 6 + 6;No;6.8;"Mainstream";
X300[24][20][21][16][17];Yes [23];2 + 0;0 + 4 + 0;0,1;Yes;Unknown;"Small form factor";
A/B300 [24][20][21][16][17];No;No;Unknown;
