Model;Launch;Code name;Fab (nm);Bus interface;Core clock (MHz);Memory clock (MHz);Core config1;Fillrate;Memory;Supported API version;TDP (Watts);Features;
Pixel (GP/s);Texture (GT/s);Size (MB);Bandwidth (GB/s);Bus type;Bus width (bit);Direct3D;OpenGL;
Hardware;Drivers (Software);
GeForce FX Go 5100*;March 2003;NV34M;150;AGP 8×;200;400;1:2:2:2 *:4:4:4;0.8;0.8;64;3.2;DDR;64;9.0;1.5;2.1**;Unknown;;
GeForce FX Go 5500*;March 2003;NV34M;150;AGP 8×;300;600;1:2:2:2 *:4:4:4;1.2;1.2;32 64;9.6;DDR;128;9.0;1.5;2.1**;Unknown;;
GeForce FX Go 5600*;March 2003;NV31M;130;AGP 8×;350;600;1:2:2:2 *:4:4:4;1.4;1.4;32;9.6;DDR;128;9.0;1.5;2.1**;Unknown;;
GeForce FX Go 5650*;March 2003;NV31M;130;AGP 8×;350;600;1:2:2:2 *:4:4:4;1.4;1.4;32;9.6;DDR;128;9.0;1.5;2.1**;Unknown;;
GeForce FX Go 5700*;February 1, 2005;NV36M;130;AGP 8×;450;550;3:2:2:2 *:4:4:4;1.8;1.8;32;8.8;DDR;128;9.0;1.5;2.1**;Unknown;;
