Model;Launch;Code name;Bus interface;Core clock (MHz);Memory clock (MHz);Core config1;Fillrate;Memory;
MOperations/s;MPixels/s;MTexels/s;MVertices/s;Size (MiB);Bandwidth (GB/s);Bus type;Bus width (bit);
Radeon 320;May 2002;A3;FSB;160;200, 266;1:0:3:1;160;160;480;0;Unknown;1.6, 2.128;DDR;64;
Radeon 330;2002;RS200L (wilma);FSB;150;200, 266;1:0:3:1;150;150;450;0;Unknown;1.6, 2.128;DDR;64;
Radeon 340;2002;RS200 (wilma);FSB;183;200, 266;1:0:3:1;183;183;549;0;Unknown;1.6, 2.128;DDR;64;
