;Trident;Tasman;Gecko;WebKit;KHTML;Presto;iCab;
caption;Yes;Yes;Yes;Yes;Yes;Yes;Yes;
table;
td;
th;
tr;
col;?;
colgroup;
tbody;Yes;
thead;
tfoot;?;
