;Trident;EdgeHTML;Gecko;WebKit;Blink;KHTML[n 1];Presto;
GIF 87a;Interlacing;3.0;Yes;1.0;85;Yes;Yes;1.0;
GIF 89a;Binary transparency;
Animation;
