Preposition + definite article (Portuguese);a;de;em;por;
o (masc.sing.);ao;do;no 1;pelo;
a (fem.sing.);à 2;da;na;pela;
os (masc.pl.);aos;dos 1;nos;pelos;
as (fem.pl.);às;das;nas;pelas;
