;Trident;Tasman;Gecko;WebKit;KHTML;Presto;
Interface AbstractView;
document;DOM2;6.0;?;1.0;?;?;1.0;
Interface DocumentView;
defaultView;DOM2;No;?;1.0;?;?;1.0;
