Model;Code name;Fab (nm);Bus interface;Core clock (MHz);Shader clock (MHz);Memory clock (MHz);Core config12;Fillrate;Memory;Processing power (GFLOPS);Supported API version;TDP (Watts);Notes;
Pixel (GP/s);Texture (GT/s);Size (MB);Bandwidth (GB/s);Bus type;Bus width (bit);Single precision;Direct3D;OpenGL;
Quadro 500M;GF108;40;PCIe 2.0 ×16;700;1400;1800;96:16:4;2.8;11.2;1024;28.8;DDR3;128;268.8;11.0;4.5;35;;
Quadro 1000M;GF108;40;PCIe 2.0 ×16;700;1400;1800;96:16:4;2.8;11.2;2048;28.8;DDR3;128;268.8;11.0;4.5;45;Dell Precision M4600;
Quadro 2000M;GF106;40;PCIe 2.0 ×16;550;1100;1800;192:32:16;8.8;17.6;2048;28.8;DDR3;128;422.4;11.0;4.5;55;Dell Precision M4600;
Quadro 3000M;GF104;40;PCIe 2.0 ×16;450;900;2500;240:40:32;14.4;18;2048;80;GDDR5;256;432;11.0;4.5;75;Dell Precision M6600;
Quadro 4000M;GF104;40;PCIe 2.0 ×16;475;950;2500;336:56:32;15.2;26.6;2048;80;GDDR5;256;638.4;11.0;4.5;100;Dell Precision M6600;
Quadro 5000M;GF100;40;PCIe 2.0 ×16;405;810;2400;320:40:32;12.96;16.2;2048;76.8;GDDR5;256;518.4;11.0;4.5;100;Dell Precision M6600;
Quadro 5010M;GF110;40;PCIe 2.0 ×16;450;900;2600;384:48:32;14.4;21.6;4096;83.2;GDDR5;256;691.2;11.0;4.5;100;Dell Precision M6600;
