Client;Multi-server;UTF-8;Proxy server;irc:// URI scheme;Automatic updates;Scripting language;Push notifications;
AndroidChat;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Mobile Colloquy;{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};
fIRC;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
jmIrc;{{no}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{dunno}};
k-IRC;{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{dunno}};
Virca;{{dunno}};{{yes}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};
wIRC;{{dunno}};{{dunno}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
WLIrc;{{dunno}};{{no}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};
Yaaic;{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{dunno}};
Simple IRC;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};
zsIRC;{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{dunno}};
Client;Multi-server;UTF-8;Proxy server;irc:// URI scheme;Automatic updates;Scripting language;Push notifications;
