First success;LEO;GTO / GEO;Notes;
11 Feb 1970;{{Flagicon|JPN}} L-4S (26 kg);;First launch was 1966 (failed 4 times).;
24 Apr 1970;{{Flagicon|CHN}} CZ-1 (0.3 t);First launch failed in 1969.;
26 Jul 1975;{{Flagicon|CHN}} FB-1 (2.5 t);Suborbital flight was performed in 1972. {{Flagicon|CHN}}CZ-2A (LEO 2t) failed in 1974.;
16 Jul 1990;{{Flagicon|CHN}} CZ-2E (LEO 9.2 t / GTO 3.5 t){{citation needed|date=November 2014}};;
20 Aug 1997;{{Flagicon|CHN}} CZ-3B (LEO 12 t / GTO 5.2 t){{citation needed|date=November 2014}};;
18 Dec 2006;{{Flagicon|JPN}} H-IIA204 (LEO 15 t / GTO 5.8 t){{citation needed|date=November 2014}};;
10 Sep 2009;{{Flagicon|JPN}} H-IIB (LEO 19 t / GTO 8 t){{citation needed|date=November 2014}};;
3 Nov 2016;{{Flagicon|JPN}} H-IIB (LEO 19 t);{{Flagicon|CHN}} CZ-5 (GTO 14 t)[61];;
