File manager;File Name [75];File Contents [76];Basic metadata search [77];All metadata search [78];RegExp for Contents;Boolean (nesting levels);Fuzzy logic [79];Save searches [80];Refined searches [81];
Altap Salamander;{{yes}};{{dunno}};{{yes}};{{dunno}};{{yes}}[82];{{yes}};{{dunno}};{{yes}};{{yes}};
Commander One;{{yes}};{{yes}};{{yes}}[30];{{yes}}[30];{{yes}};{{yes}};{{dunno}};{{no}};{{no}};
CRAX Commander;{{yes}};{{yes}};{{yes}}[30];{{dunno}};{{yes}};{{yes}};{{dunno}};{{no}};{{no}};
Directory Opus;{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Dired;{{yes}};{{dunno}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Dolphin;{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};
Double Commander;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{dunno}};
emelFM2;{{yes}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{partial}};{{dunno}};
FAR Manager;{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}}[60];{{yes}}[60];{{yes}}[60];{{yes}};{{yes}};
File Commander;{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{yes}};{{no}};
Finder;{{yes}};{{dunno}};{{yes}};{{yes}};{{no}};{{dunno}};{{dunno}};{{yes}};{{dunno}};
ForkLift;{{yes}};{{partial}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{no}};{{no}};
Konqueror;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};
Krusader;{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}}[83];{{no}};{{no}};{{yes}};{{yes}};
GNOME Files (Nautilus);{{yes}};{{dunno}};{{partial}} [84];{{partial}} [84];{{dunno}};{{dunno}};{{dunno}};{{yes}};{{dunno}};
Nemo;?;?;?;?;?;?;?;?;?;
Nomad.NET;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};
Path Finder;{{yes}};{{dunno}};{{yes}};{{yes}};{{no}};{{no}};{{dunno}};{{no}};{{no}};
PCManFM;{{yes}};{{dunno}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};
ROX-Filer;{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{no}};{{dunno}};
Total Commander;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{partial}} [85];
Windows Explorer;{{yes}};{{no}};{{yes}};{{no}};{{no}};{{dunno}};{{dunno}};{{yes}};{{yes}};
Xandros File Manager;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Xfe;{{yes}};{{yes}}[86];{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Xfile;{{yes}};{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};
Xfm;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
xplorer²;{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
XYplorer;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}[87];
ZTreeWin;{{yes}};{{yes}};{{yes}};{{partial}};{{partial}} [88];{{yes}};{{yes}};{{yes}};{{yes}};
File manager;File Name [75];File Contents [76];Basic metadata search [77];All metadata search [78];RegExp for Contents;Boolean (nesting levels);Fuzzy logic [79];Save searches [80];Refined searches [81];
