Specification;HTML 3.2;HTML 4.01;HTML 5;XHTML 1.0;XHTML 1.1;Validating;
Variant;;strict;trans.;f.set;;strict;trans.;f.set;;;
Amaya;{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};
Aptana;{{dunno}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};
Arachnophilia;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{no}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{yes}};
Bluefish;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}}[12];
BlueGriffon;{{No}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{dunno}};
Brackets;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Claris Homepage;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Codelobster;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
CoffeeCup HTML Editor;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Contribute;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Dreamweaver;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}} [13];{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Freeway;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};
GoLive;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};
HTML-Kit;{{dunno}};{{dunno}};{{yes}};{{dunno}};{{no}};{{dunno}};{{yes}};{{dunno}};{{dunno}};{{yes}};
LibreOffice;{{dunno}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
KompoZer;{{no}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};
Maqetta;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Microsoft Expression Web;{{no}};{{yes}};{{yes}};{{yes}};{{yes}}[14];{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Microsoft FrontPage;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Microsoft SharePoint Designer;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Microsoft Visual Web Developer;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Mozilla Composer;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
openElement;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{yes}};
OpenOffice.org;{{dunno}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};
oXygenXML Editor;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Quanta Gold;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Quanta Plus;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
RocketCake;{{dunno}};{{dunno}};{{yes}};{{dunno}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
SeaMonkey Composer;{{dunno}};{{dunno}};{{yes}};{{dunno}};{{no}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
TOWeb;{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};
Web Architect;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}}[15];
WebStorm IDE;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Variant;;strict;trans.;f.set;;strict;trans.;f.set;;;
Specification;HTML 3.2;HTML 4.01;HTML 5;XHTML 1.0;XHTML 1.1;Validating;
