Name;User interface;SSH1;SSH2;Additional protocols;Tunneling;Session multiplexing {{r|group=Note|mux}};Kerberos;IPv6;Terminal;SFTP/SCP;Proxy client{{r|group=Note|connectViaProxy}};
TELNET;rlogin;Port forwarding;SOCKS {{r|group=Note|SOCKS}};VPN {{r|group=Note|VPN}};
AbsoluteTelnet;GUI (multi-session, single-window);{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes|SOCKS 4, 5; HTTP}};
Bitvise;GUI or command line;{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes|SOCKS 4, 5; HTTP}};
Dropbear;command line;{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{dunno}};
lsh;command line;{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{dunno}};
OpenSSH;command line;{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{partial| ProxyCommand }};
PACManager;GUI;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{yes|SOCKS 4, 5; HTTP; Generic}};
PuTTY;GUI or command line;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}}{{r|group=Note|putty_kerberos}};{{yes}};{{yes}};{{yes}}{{r|group=Note|scp_bin}};{{yes|SOCKS 4, 5; HTTP; Telnet; Local}};
SecureCRT;GUI;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes|SOCKS 4, 5; HTTP; Telnet; Generic}};
SmartFTP;GUI (multi-session, single-window);{{no}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes|SOCKS 4, 5; HTTP}};
Tera Term;GUI;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{partial|SCP}};{{yes|SOCKS 4, 5; HTTP; Telnet}};
TN3270 Plus;GUI;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{partial|SOCKS 4}};
TtyEmulator;GUI or command line;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{yes|SOCKS 4,4a, 5; HTTP Local}};
WinSCP;GUI or command line;{{yes}};{{yes}};{{no}};{{no}};{{partial|limited}}{{r|group=Note|winscp_tunneling}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{partial|simple}};{{yes}};-->;
Xshell;TDI or command line;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{partial|SFTP}};{{yes|SOCKS 4, 5}};
ZOC;TDI or command line;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{yes|SCP through terminal}}{{r|group=Note|zoc_scp_through_terminal}};{{yes|SOCKS 4; 5; HTTP; Jumpserver}};
Name;User interface;SSH1;SSH2;Additional protocols;Tunneling;Session multiplexing {{r|group=Note|mux}};Kerberos;IPv6;Terminal;SFTP/SCP;Proxy client{{r|group=Note|connectViaProxy}};
TELNET;rlogin;Port forwarding;SOCKS {{r|group=Note|SOCKS}};VPN {{r|group=Note|VPN}};
