Database;Add new column;Delete column;Change column;Add element;Delete element;
MySQL;{{sxhl |lang=mysql|alter table "tbname" add column "column_name";}};{{sxhl |lang=mysql|alter table "tbname" drop column "column_name";}};{{sxhl |lang=mysql|alter table "tbname" change "old" "new" "newtype";}};{{sxhl |lang=mysql|insert into "tbname" ("fields") values ("values");}};{{sxhl |lang=mysql|delete from "tbname" where "expr";}};
