Project;Data Compression;Image Quality;Color Quality;File Transfer;Clipboard Transfer;Chat;Relay;HTTP Tunnel;Proxy;
2X Software;{{yes|?}};{{yes|?}};{{yes|?}};{{yes|?}};{{yes|?}};{{no|X}};{{no|X}};{{yes|?}};{{yes|?}};
