;Trident;Tasman;Gecko;WebKit;KHTML;Presto;iCab;
area;rowspan="2" {{IE|1.0}}[8];rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};rowspan="2" {{Yes}};
map;
