Name;HDR input (EXR, HDR, Logluv, etc.);Merging to HDR from LDR images;HDR output (EXR, HDR, Logluv, etc.);Tonemapping;Exposure fusion;Notes;
Panoweaver Standard / Professional[4];{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};;
i2Align Quickage Express / Pro[5];{{no}};{{yes}}*;{{yes}}*;{{no}};{{no}};) Pro version only.;
Pixtra PanoStitcher;{{no}};{{no}};{{no}};{{no}};{{no}};;
Pixtra OmniStitcher;{{no}};{{no}};{{no}};{{no}};{{no}};;
QuickPHOTO[6];{{no}};{{no}};{{no}};{{no}};{{yes}};;
PhotoFit Harmony / Premium;{{no}};{{no}};{{no}};{{no}};{{no}};;
PanoramaPlus X4;{{no}};{{no}};{{no}};{{no}};{{no}};;
PanoramaBuilder 7.0 / PanoramaBuilder 7.0 Pro;{{no}};{{no}};{{no}};{{no}};{{no}};;
360 Panorama Professional;{{no}};{{no}};{{no}};{{no}};{{no}};;
VRstitcher Fisheye Pro;{{no}};{{no}};{{no}};{{no}};{{no}};;
COOL 360;{{no}};{{no}};{{no}};{{no}};{{no}};;
The Panorama Factory v5;{{no}};{{no}};{{no}};{{no}};{{no}};
PixMaker Lite / Home / Business;{{no}};{{no}};{{no}};{{no}};{{no}};;
PTAssembler;{{no}};{{no}};{{no}};{{no}};{{yes}};Exposure fusion with TuFuse or enfuse. Automatic detection of image stacks.;
PTgui / PTgui Pro;{{yes}}*;{{yes}}*;{{yes}}*;{{yes}}*;{{yes}}*;Exposure fusion with enfuse or TuFuse. *) Pro version only.;
Autopano Pro / Giga / Server;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};Ceased trading September 2018;
Autostitch;{{no}};{{no}};{{no}};{{no}};{{no}};;
Calico Panorama;{{no}};{{no}};{{no}};{{no}};{{no}};;
Hugin;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};Exposure fusion with enfuse, automatic detection of image stacks.;
3DVista Stitcher 3.0;{{no}};{{no}};{{no}};{{no}};{{no}};;
D Joiner;{{no}};{{no}};{{no}};{{no}};{{no}};;
Panorama Maker 6;{{no}};{{no}};{{no}};{{no}};{{no}};;
Photovista Panorama;{{no}};{{no}};{{no}};{{no}};{{no}};;
PanoramaStudio;{{no}};{{no}};{{no}};{{no}};{{no}};;
Stitcher Unlimited 2009[7];{{yes}};{{yes}};{{yes}};{{yes}};{{no}};;
ADG Panorama Tools / Pro;{{no}};{{no}};{{no}};{{no}};{{no}};;
Panorama Composer 3;{{no}};{{no}};{{no}};{{no}};{{no}};;
Image Composite Editor;{{no}};{{no}};{{no}};{{no}};{{no}};Supports 16-bit camera raw input via WIC plugins;
Panorama Perfect;{{no}};{{no}};{{no}};{{no}};{{no}};;
Photoshop;{{yes}};{{yes}};{{yes}};{{yes}};{{no}};;
AIPR Lite 1;{{no}};{{no}};{{no}};{{yes}}*;{{no}};(*) color mapping around the seams allows to preserve the original photometric properties of the images;
Gigapan Stitch 1.0;{{no}};{{no}};{{no}};{{no}};{{no}};;
PanoramaMaker;{{no}};{{no}};{{no}};{{no}};{{no}};;
Panorama Stitcher;{{yes}};{{no}};{{no}};{{no}};{{no}};;
SharpStitch;{{yes}};{{no}};{{no}};{{no}};{{no}};;
Pano2VR / Pano2VR pro;{{yes}};{{no}};{{yes}};{{no}};{{no}};;
Name;HDR input (EXR, HDR, Logluv, etc.);Merging to HDR from LDR images;HDR output (EXR, HDR, Logluv, etc.);Tonemapping;Exposure fusion;Notes;
