Editor;Screenshot;Video Tutorial;
LyX;Screenshot   ;  ;
Texmaker;Screenshot of Texmaker version 4.5;  ;
TeXstudio;Screenshot of TeXstudio (2.12.6);  ;
Editor;Screenshot;Video Tutorial;
