Client;Handwriting mode;Dockable;Multiaccount;Spell check;User-defined graphic emoticons;Animations;OAuth;
Adium;{{yes}}, receive only;{{yes}};{{yes}};{{yes}};{{partial}};{{partial}};{{dunno}};
AIM;{{no}};{{yes}};{{no}};{{no}};{{dunno}};{{partial}};{{dunno}};
aMSN;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};
Ayttm;{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{dunno}};
BitlBee;{{no}};{{n/a}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Centericq;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
climm;{{n/a}};{{dunno}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Coccinella;{{dunno}};{{yes}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{dunno}};
Discord;{{no}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};
Empathy;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Facebook Messenger;{{no}};{{yes}};{{no}};{{no}};{{dunno}};{{dunno}};{{dunno}};
Fire;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Gajim;{{dunno}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};
Google Talk;{{yes-no}}[66];{{yes}};{{yes-no}}[67];{{no}};{{no}};{{yes-no}}[67];{{no}};
iChat;{{no}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{dunno}};
ICQ;{{no}};{{yes}};{{no}};{{yes}};{{no}};{{yes}}, tZer;{{dunno}};
IMVU;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Jitsi;{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{dunno}};
Kadu;{{no}};{{yes}};{{yes}};{{yes}};{{partial}};{{yes}}, emoticons;{{no}};
Kopete;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}, emoticons;{{no}};
Miranda IM;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};
MySpaceIM;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
naim;{{no}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Paltalk;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Pidgin;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}, emoticons, user icons;{{dunno}};
Psi;{{no}};{{dunno}};{{yes}};{{yes}};{{yes}};{{yes-no}}[68];{{dunno}};
QIP;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}, emoticons;{{dunno}};
QuteCom;{{dunno}};{{dunno}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Ring;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Riot.im;{{no}};{{dunno}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{dunno}};
Signal;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Snapchat;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Skype;{{no}};{{no}};{{no}};{{no}};{{dunno}};{{yes}}, animated emoticons;{{dunno}};
Telegram (standard messages);{{dunno}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};{{dunno}};
Telegram (secret chats);{{dunno}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};{{dunno}};
Tencent QQ;{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{dunno}};
Tkabber;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}, animated emoticons;{{no}};
Trillian;{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}}, animated emoticons;{{dunno}};
WhatsApp;{{no}};{{dunno}};{{no}};{{no}};{{no}};{{no}};{{no}};
Windows Live Messenger;{{yes}};{{no}};{{yes}};{{no}};{{yes}};{{yes}}, animated emoticons, winks;{{dunno}};
Wire;{{yes}};{{?}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}}, uses encrypted protocol;
Yahoo! Messenger;{{dunno}};{{dunno}};{{dunno}};{{no}};{{dunno}};{{dunno}};{{dunno}};
Client;Handwriting mode;Dockable;Multiaccount;Spell check;User-defined graphic emoticons;Animations;OAuth for client authorization;
