Program;Operating systems;License;Costs;Protocols;Codecs;Encryption;Max conference peers;Other abilities;Latest release;
AudioCodes MobilityPLUS;Windows, Android, iOS;{{proprietary}};{{dunno}};SIP, RTP, XMPP, STUN, ICE;G.722 wideband, G.711a, G.711u, iLBC, G.729a, SILK, GSM, VP8, H.264, Opus;{{Yes|TLS, SRTP}};{{Unk}};Voice, video, IM, Group chat, content sharing, SMS and MMS over IP services, native and social network contacts integration, incoming call/IM push notifications.;{{Start date and age|2014}};
Avaya Application Server 5300 Soft Client;Windows;{{proprietary}};{{dunno}};SIP, RTP;{{Unk}};{{Yes|TLS, SRTP}};{{Unk}};;2.0; {{Start date and age|2010}};
Blink;Linux, macOS, Windows;{{some|Mixed: free software versions under GNU GPLv3 + shareware versions under gplv3 with exception of including proprietary code}};macOS version proprietary on App Store, free version limited to sponsored SIP provider; Windows version proprietary; Linux version open source;ICE, SIP, MSRP, RFB (VNC), XCAP;Opus, speex, G.722, GSM, iLBC, PCMU, PCMA;{{Yes|TLS, SRTP and ZRTP on all versions, OTR/SMP on Linux and macOS only[2]}};No limit;IM, file transfer, desktop sharing, multi-party conference, wideband;Blink Qt;
CSipSimple;Android;{{free|GPL}};{{free}};SIP, ICE, STUN, TURN;Opus, AMR, G.711 (u-law/a-law), speex, G.722, GSM, iLBC, G.729 (need to buy a licensed plugin), iSAC, SILK (narrow-band/wide-band/ultra wide-band);{{Yes|SRTP, SIP over TLS 1.0 and ZRTP}};{{Unk}};SIP SIMPLE messaging, Support for IPv6, Integration with Android operating system with filters and rewriting rules;1.0.2; {{Start date and age|2014|11}};
Cisco IP Communicator[3];Windows;{{proprietary}};{{free}} (for Cisco SMB Partners only);SCCP (Skinny), SIP, TFTP, HTTP (for XML Services);G.722 wideband, G.711a, G.711u, iLBC, iSAC, G.729a, G.729ab;{{Yes|SRTP}};Unlimited (with bridge), 2 otherwise[4];Call Recording, Silent Monitoring, Multiple lines and directory numbers, Configurable speed dial, Calling name and number display, Call Waiting, Call Forward, Call Transfer, Three-Way Calling (conference), Call Park, Call Pickup, Redial, Hold, Barge, Callback, Extension Mobility, Message waiting indicator, iDivert, Meet Me conferencing, Group Pickup, Do Not Disturb, XML Services;8.6.6; {{Start date and age|2016|04|27}};
CounterPath Corporation Bria;Windows, macOS, iOS, Android;{{proprietary}};;SIP, RTP, XMPP, STUN, ICE;G.722 wideband, G.711a, G.711u, iLBC, G.729a, SILK, GSM, VP8, H.264, Opus;{{Yes|TLS, SRTP}};{{some|6 party voice, 3 party video}};Voice and video calling, SIP and XMPP messaging support, group chat, file, image and document sharing, contact integration, incoming call/IM push notifications;5.3.4 {{Start date and age| 2018|07|23 }};
Discord;macOS, Android, iOS, Windows, Linux;{{proprietary}};{{free}}, Premium "Nitro" Subscription for Additional Features.;{{dunno}};Opus;{{Yes|TLS}};5,000 soft limit[5];IM, file sharing, in-game overlay;02.01.2018; {{Start date and age|2018|02|01}};
Ekiga;Linux, Windows, OpenSolaris;{{free|GPL}};{{free}};SIP, H.323, STUN, Zeroconf, XMPP, RTP;H.263, H.264/MPEG-4 AVC, Theora, iLBC, Speex, SILK, GSM, ...;{{No}};{{Unk}};Video, IM, LDAP, Call Forwarding, Call Transfer, Auto-answering, PC to phone, phone to PC, Multiple accounts, USP support, Message waiting indicator, SIMPLE-based presence etc.;{{Latest stable software release/Ekiga}};
Empathy;Linux;{{free|GPL}};{{free}};SIP, XMPP (Jingle), ICE (STUN-TURN), Zeroconf;{{Unk}};{{No}};{{Unk}};IM, multi-user A/V,[6] collaborative applications;{{Latest stable software release/Empathy (software)}};
Eyeball Chat;Windows;{{proprietary}};{{free}};SIP, STUN, ICE, XMPP;{{Unk}};{{Yes}};5[7];IM, Conferencing, Voice, Video and SIMPLE based presence;Windows 3.2; {{Start date and age|2009}};
