Manager;Latest stable release;License / Price (USD);Adware, Malware & Spyware[1];CLI;GUI;Web;Linux;Windows;Mac OS X;
4K Video Downloader;4.4.7.2307 ({{start date and age|2018|5|30}});{{Proprietary}} / Freemium;{{Yes|No}};{{No}};{{yes}};{{No}};{{yes}};{{yes}};{{yes}};
BitComet;{{Latest stable software release/BitComet}}                                                                ;{{Proprietary}} / freeware;{{No|Adware from version 0.85 to 0.97; Potentially sensitive information reported to BC Servers}};{{Partial}} [2];{{yes}};{{yes}}{{Citation needed|date=June 2010}};{{no}};{{yes}};{{no}};
DownloadStudio;10.0.4.0 ({{start date and age|2017|12|28}});{{Proprietary|Shareware / $24.95}};{{Yes|None Known}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};
DownThemAll!;{{Latest stable software release/DownThemAll!}};{{free|GPL /}};{{Yes|None Known}};{{no}};{{yes}};{{no}};{{yes|Requires Pale Moon or an old version of Firefox}};{{yes|Requires Pale Moon or an old version of Firefox}};{{yes|Requires Pale Moon or an old version of Firefox}};
FlashGet;3.7.0.1195 ({{start date and age|2012|1|10}});{{Proprietary}} / Freeware;{{Yes|No}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};
Folx;{{Latest stable software release/Folx}};{{Proprietary|Shareware / $19.95}};{{Yes|No}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};
Free Download Manager;{{Latest stable software release/Free Download Manager}};{{Proprietary}} / Freeware after version 5.0 and newer;{{Yes|No}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};
Free Studio;6.6.35.323 ({{start date and age|2017|3|23}}[3][4]);{{Proprietary}} / Freeware;{{Yes|No}};{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};
Freemake Video Downloader;3.8.0 ({{start date and age|2016|05|12}});{{Proprietary}} / Freeware;Offers to install sponsored software upon installation changing default search engine and browsers homepage;{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};
GetRight;{{Latest stable software release/GetRight}};{{Proprietary}} / $49.95 for Pro;{{Yes|No}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};
Go!Zilla;5.03 ({{start date and age|2008|2|1}}[5]);{{Proprietary}} / $19.95;{{Yes|None as of Version 5; Aureate adware prior to that}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};
Internet Download Accelerator;6.13.1.1557 ({{start date and age|2017|05|15}});{{Proprietary}} / Freeware, $9.95 single/$24.95 family pack for Pro;{{No|Adware on free version}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};
Internet Download Manager;6.31 Build 3 ({{start date and age|2018|07|09|}}[6]);{{Proprietary}} / $24.95 lifetime for 1 PC;{{Yes|None Known}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};
JDownloader;2 ({{Start date and age|2017|2|7|df=yes}});{{free|GPL /}};{{no|Yes, comes bundled but can install even when not ticking yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
0.9.581 ({{Start date and age|2011|1|19|df=yes}});{{free|GPL /}};{{no|Adware Mobogenie (optional install); Adware browser hijacker Mysearchdial (optional install)}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
0.7.3-3 ({{Start date and age|2006|5|8|df=yes}});{{free|GPLv2 /}};{{yes|No}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};
KGet;{{Latest stable software release/KDE Software Compilation 4}};{{free|GPL /}};{{Yes|None Known}};{{yes}};{{yes}};{{no}};{{yes}};{{yes|Part of KDE for Windows}};{{yes|Part of KDE for Mac}};
MiniDM;2.5.1 ({{start date and age|2010|6|2}}[7]);{{proprietary}} / Freeware;{{Yes|None Known}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};
MLDonkey;{{Latest stable software release/MLDonkey}};{{free|GPL /}};{{Yes|None Known}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
Shareaza;{{Latest stable software release/Shareaza}};{{free|GPL /}};{{Yes|Original Client: None Known}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};
Manager;Latest stable release;License / Price (USD);Adware, Malware & Spyware[1];CLI;GUI;Web;Linux;Windows;Mac OS X;
