Implementation;/dev/crypto;af_alg;Windows CSP;CommonCrypto;OpenSSL engine;
BearSSL;{{no}};{{no}};{{no}};{{no}};{{no}};
Botan;{{no}};{{no}};{{no}};{{no}};{{partial}};
CryptoComply;{{yes}};{{no}};{{no}};{{no}};{{yes}};
cryptlib;{{no}};{{no}};{{no}};{{no}};{{no}};
GnuTLS;{{yes}};{{no}};{{no}};{{no}};{{no}};
JSSE;{{no}};{{no}};{{yes}};{{no}};{{no}};
LibreSSL;{{no}};{{no}};{{no}};{{no}};{{no}}[217];
MatrixSSL;{{no}};{{no}};{{no}};{{yes}};{{yes}};
mbed TLS;{{no}};{{no}};{{no}};{{no}};{{no}};
NSS;{{no}};{{no}};{{no}};{{no}};{{no}};
OpenSSL;{{yes}};{{yes}};{{no}};{{no}};{{yes}};
RomSTL;{{no}};{{no}};{{no}};{{no}};{{no}};
RSA BSAFE;{{no}};{{no}};{{no}};{{no}};{{no}};
rustls;{{no}};{{no}};{{no}};{{no}};{{no}};
SChannel;{{no}};{{no}};{{yes}};{{no}};{{no}};
Secure Transport;{{no}};{{no}};{{no}};{{yes}};{{no}};
wolfSSL;{{yes}};{{yes}};{{partial}};{{no}};{{no}};
Erlang/OTP SSL application;{{no}};{{no}};{{no}};{{no}};{{yes}};
Implementation;/dev/crypto;af_alg;Windows CSP;CommonCrypto;OpenSSL engine;
