System;Form based;Public key cryptography;Two-factor;OpenID;OAuth;LDAP;Shibboleth;Others;
Apache Bloodhound;{{Yes}};{{Optional}}[81];{{No}};{{Optional}}[82];{{No}};{{Yes}};{{unk}};{{No}};
Assembla Tickets;{{Yes}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}} (private version);{{unk}};{{unk}};
Axosoft;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
Bugzilla;{{Yes}};{{No}};{{No}};{{Optional}}[83];{{No}};{{Yes}};{{unk}};{{No}};
Debbugs;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Faveo Helpdesk;{{Yes}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};
FogBugz;{{Yes}};{{unk}};{{unk}};{{unk}};{{unk}};{{Yes}};{{unk}};{{unk}};
Fossil;{{unk}};{{unk}};{{unk}};{{unk}};{{unk}};{{No}};{{unk}};{{unk}};
FusionForge;{{Yes}};{{No}};{{No}};{{Yes}};{{No}};{{Yes}};{{No}};{{Yes}}, CAS;
GLPI;{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
GNATS;{{unk}};{{unk}};{{unk}};{{unk}};{{unk}};{{No}};{{unk}};{{unk}};
HP Quality Center;{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{unk}};
IBM Rational ClearQuest;{{unk}};{{unk}};{{unk}};{{unk}};{{unk}};{{Yes}};{{unk}};{{unk}};
Jira;{{Yes}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{Yes}}, via plugin[84][85];{{Yes}}, via Crowd[86];
Liberum Help Desk;{{unk}};{{unk}};{{unk}};{{unk}};{{unk}};{{Yes}};{{unk}};{{unk}};
MantisBT;{{Yes}};{{No}};{{No}};{{Yes}}[87];{{Yes}}[88];{{Yes}};{{unk}};{{No}};
Microsoft Dynamics CRM;{{unk}};{{unk}};{{unk}};{{unk}};{{unk}};{{Yes}};{{unk}};{{unk}};
org-mode;{{unk}};{{unk}};{{unk}};{{unk}};{{unk}};{{No}};{{unk}};{{unk}};
OTRS;{{Yes}};{{Yes}};{{Yes}};{{unk}};{{unk}};{{Yes}};{{unk}};{{unk}};
Phabricator;{{Yes}};{{No}};{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};
Pivotal Tracker;{{Yes}};{{No}};{{No}};{{Yes}}, Google Account;{{No}};{{No}};{{No}};{{No}};
Redmine;{{Yes}};{{Yes}}[89];{{No}};{{Yes}}[90];{{No}};{{Yes}};{{Yes}}, via Apache (using mod_rails);{{No}};
Request Tracker;{{Yes}};{{unk}};{{unk}};{{Yes}}[91];{{unk}};{{Yes}}[92];{{unk}};{{Yes}}[93];
Roundup;{{Yes}};{{unk}};{{unk}};{{Yes}}[94];{{unk}};{{Yes}};{{Yes}}[95];{{Yes}}[96];
StarTeam;{{unk}};{{unk}};{{unk}};{{unk}};{{unk}};{{No}};{{unk}};{{unk}};
Supportworks;{{unk}};{{unk}};{{unk}};{{unk}};{{unk}};{{Yes}};{{unk}};{{unk}};
SysAid;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{Yes}}, CAS;
Team Foundation Server;{{unk}};{{unk}};{{unk}};{{unk}};{{unk}};{{Yes}};{{unk}};{{unk}};
TestTrack;{{Yes}};{{Optional}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{Yes}} - custom DLL;
The Bug Genie;{{Yes}};{{No}};{{No}};{{Yes}}[82];{{No}};{{Yes}};{{No}};{{No}};
Trac;{{Yes}};{{Optional}}[81];{{No}};{{Optional}}[82];{{No}};{{Yes}};{{unk}};{{No}};
TrackerSuite.Net;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
Tuleap;{{Yes}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};
Twproject;{{Yes}};{{unk}};{{unk}};{{unk}};{{unk}};{{Yes}};{{unk}};{{Yes}}, Simple container auth.;
Usersnap;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Wrike;{{unk}};{{unk}};{{unk}};{{unk}};{{unk}};{{Yes}};{{unk}};{{unk}};
YouTrack;{{Yes}};{{No}};{{No}};{{Yes}};{{No}};{{Yes}};{{unk}};{{Yes}}: JIRA account;
System;Form based;Public key cryptography;Two-factor;OpenID;OAuth;LDAP;Shibboleth;Others;
