Model;Launch;Code name;Bus interface;Core clock (MHz);Memory clock (MHz);Core config1;Fillrate;Memory;
MOperations/s;MPixels/s;MTexels/s;MVertices/s;Size (MB);Bandwidth (GB/s);Bus type;Bus width (bit);
GeForce3 Ti200;October 1, 2001;NV20;AGP 4× PCI;175;200;4:1:8:4;700;700;1400;42.75;64 128;6.4;DDR;128;
GeForce3;February 27, 2001;NV20;AGP 4× PCI;200;230;4:1:8:4;800;800;1600;50;64;7.36;DDR;128;
GeForce3 Ti500;October 1, 2001;NV20;AGP 4× PCI;240;250;4:1:8:4;960;960;1920;60;64 128;8;DDR;128;
