Company;Software;On-demand scan;On-access scan;Firewall;Email security;AntiSpam;Web protection;Live-Update;Support;License;Price;First release;Country of origin;Notes;
Cisco;Clam AntiVirus;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{GPL-lic}};{{Free}};1998;United States;;
FRISK Software International;F-PROT Antivirus;{{Yes}};{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{Yes}};{{Yes}};{{Proprietary}};{{some|Trialware}};1989;Iceland;;
Panda Security;Panda DesktopSecure for Linux;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}};{{Yes}};{{Proprietary}};{{dunno}};2009;Spain;;
Company;Software;On-demand scan;On-access scan;Firewall;Email security;AntiSpam;Web protection;Live-Update;Support;License;Price;First release;Country of origin;Notes;
