Program;search (criteria);selection (styles);metadata;adjust image (functions);hotkeys;color management (ICC);JPEG Lossless operations;Unicode support;other / special;
ACDSee;{{yes}};{{yes}} individual, linear, block;{{yes}} Exif, IPTC;{{yes}} many;{{yes}};{{yes}};{{Yes}} rotation only;{{yes}};GPS Location, Scripts for batch/pre processing, automatic slideshow;
CDisplay;{{No}};{{No}};{{Yes}};{{yes}} Rotate, Filter;{{yes}} configurable;{{Yes}};{{No}};{{No}};Slider, automatic slideshow, mouse control;
Comix;{{No}};{{No}};;{{yes}} Rotate, Filter;;;;;Slider, automatic slideshow, mouse control;
digiKam;{{yes}} file name, comments, most Exif and meta data;{{yes}} linear, block, complex;{{yes}} Exif and IPTC;{{yes}} many editing function;{{yes}};{{yes}};{{Yes}} in 90° steps;{{Yes}};Geotagging, batch processing, detect duplicate/similar images, export to Internet/social media/HTML;
Eye of gnome;{{No}};{{No}};{{yes}};{{yes}} Rotate;{{yes}} unconfigurable;;{{yes}};;;
F-Spot;;;{{yes}};;;;;;Export to HTML, Flickr, or O.r.i.g.i.n.a.l.;
FastPictureViewer;{{yes}} Filter the view by rating, file name...;{{yes}} Copy, move, delete, rate, label;{{yes}} Write XMP Rating/Label, IPTC metadata, Windows Rating, embedded or in sidecar files, shows shooting info (Exif) and realtime RGB histogram;{{no}};{{yes}};{{yes}} (supports custom monitor profile, direct conversion from image colorspace to monitor colorspace, ICC v4);n/a;{{yes}}, native;Native 32 and 64-bit, Tethered shooting (MTP/PTP over USB), Multicore-aware, DirectX accelerated, HD Photo / JPEG XR support.;
Gonvisor;{{no}};{{yes}} Delete, rename;{{no}};{{yes}};{{yes}};{{yes}};n/a;{{yes}}, native;Made to easily read comics or manga can display two pages at time and view images in compressed ZIP, RAR, 7z, cbr, cba, cbz etc.;
FastStone Image Viewer;;{{yes}} individual, linear;{{partial}} JPEG comment;{{yes}} many;;;{{Yes}} lossless transitions;{{yes}};;
Geeqie;{{yes}} collections, keywords, filename, location, size, date, dimensions, comments, previous results;{{yes}} block, linear, complex;{{yes}};{{yes}} rotate, brightness, contrast;{{yes}};{{yes}};;;find duplicates, sort manager, recent collections;
gThumb;{{yes}} name, comment, date, category, folder, recursive-folder;{{yes}} linear, block, complex;{{partial}};{{yes}} manipulate color, flip/rotate, etc.;{{yes}};;{{yes}};;bookmarks, comments, rename series, create index image, create HTML album;
Gwenview;{{yes}} tags;;{{yes}} Exif, IPTC, XMP;{{yes}} Rotate, Red eye removal, saturation, color balance, levels and more;{{yes}};;{{yes}};{{yes}};batch processing, export to Internet/social media/HTML;
KPhotoAlbum;{{yes}} keywords, comments, title, any field from Exif metadata;{{yes}} linear, complex;{{partial}};{{yes}} per KIPI plugins;{{yes}} configurable;;;;Quick-tagging using keyboard tokens;
Phase One Media Pro;{{yes}} name, date, rating, file size, and many more.;{{yes}} individual, linear;{{Yes}} EXIF, IPTC, and custom keywords;{{yes}} Rotate, Red eye removal, saturation, color balance, levels and more;{{yes}};{{yes}};;{{yes}};Find duplicates, hierarchical keywords, distributable catalog with free Media Pro reader, offline browsing of images;
Picasa;{{yes}} name, date, rating, faces;{{yes}} individual, linear;{{partial}} Keywords;{{partial}} basic;{{yes}};{{yes}};{{yes}} rotation only;{{yes}};collages, Geotagging, Search for Faces, find duplicates;
ResourceSpace;{{yes}};{{yes}};{{yes}} Exif, IPTC, user defined;{{yes}} rotate, gamma;{{no}};;;;;
Shotwell;{{no}};{{yes}} individual, linear, hide;{{yes}} Read IPTC, Exif, XMP;{{yes}} Exposure, Saturation, Tint, Shadows, Temperature, and more;{{yes}};{{no}};{{no}};{{yes}};Non-destructive editor, Auto Enhance Images, Duplicate, Upload, Favorite;
Simple Comic;{{no}};;{{no}};{{yes}} rotate;{{yes}};;;;capture page, remove page, set icon;
STDU Viewer;{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};;
Windows Photo Viewer;{{no}};{{no}};{{yes|Yes: Exif}};{{yes}} rotate, lossless JPEG rotate, annotate TIFF images;{{yes}};;{{yes}} rotate only;{{yes}};;
XnView and XnViewMP;{{yes}} name, date, file size, image size, meta data, ...;{{yes}} individual, linear;{{yes}} IPTC, Exif, JPEG comment;{{yes}} many;{{yes}} configurable;{{yes}} Custom monitor profile supported;{{yes}};{{partial}} Supported in XnViewMP;Supports Adobe Photoshop Filter 8BF plugins;
xv;{{no}};{{partial}} individual, all;{{partial}} view comments;{{yes}} many;{{yes}};;;;;
Zoner Photo Studio;{{yes}} name, date, file size, meta data;{{yes}} individual, linear;{{yes}} IPTC, Exif, XMP, JPEG comment;{{yes}} very many;{{yes}} configurable;{{yes}};{{yes}};{{yes}};sign images, 16 bits per channel, GPS support, merge pictures to HDR, WIC codecs support;
Program;search (criteria);selection (styles);metadata;adjust image (functions);hotkeys;color management (ICC);JPEG Lossless operations;Unicode support;other / special;
