Archive format;Built-in compression;Self-extracting;Directory Structure;POSIX attributes;ACLs;Alternate data streams;
cpio;{{no}}{{ref|c1|1}};{{no}};{{yes}};{{yes}};{{no}};{{dunno}};
tar;{{no}}{{ref|c1|1}};{{no}};{{yes}};{{yes}};{{some}};{{partial|(in Solaris implementation)}};
dar;{{yes}}{{ref|c3|3}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};
ar;{{no}};{{no}};{{no}};{{yes}};{{no}};{{dunno}};
pax;{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{dunno}};
dump;{{no}}{{ref|c1|1}};{{no}};{{yes}};{{yes}};{{yes}};{{dunno}};
shar;{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{dunno}};
makeself;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};
zip;{{yes}};{{yes}}{{ref|c2|2}};{{yes}};{{no}};{{dunno}};{{dunno}};
rar;{{yes}};{{yes}}{{ref|c2|2}};{{yes}};{{no}};{{dunno}};{{yes}};
ace;{{yes}};{{dunno}};{{yes}};{{no}};{{dunno}};{{dunno}};
arj;{{yes}};{{yes}}{{ref|c2|2}};{{yes}};{{no}};{{no}};{{dunno}};
zoo;{{yes}};{{dunno}};{{yes}};{{no}};{{dunno}};{{dunno}};
ISO 9660 (CD-ROM);{{no}}{{ref|c1|1}};{{no}};{{yes}};{{maybe|(with Rock Ridge extension)}};{{no}};{{dunno}};
cab;{{yes}};{{yes}}{{ref|c2|2}};{{dunno}};{{no}};{{dunno}};{{dunno}};
rpm;{{yes}};{{no}};{{yes}};{{yes}};{{dunno}};{{dunno}};
deb;{{yes}};{{no}};{{yes}};{{yes}};{{dunno}};{{dunno}};
7z;{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{dunno}};
Archive format;Built-in compression;Self-extracting;Directory Structure;POSIX attributes;ACLs;Alternate data streams;
