Client;Multi-server;UTF-8;Proxy server;irc:// URI scheme;Automatic updates;Scripting language;
Bersirc;{{yes}};{{no}};{{dunno}};{{dunno}};{{dunno}};{{n/a}};
BitchX;{{yes}};{{no}};{{dunno}};{{dunno}};{{dunno}};Enhanced IrcII script;
ChatZilla;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};JavaScript;
Colloquy;{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}}{{r|group=Note|Features_Colloquy_(IRC_client)_A}};AppleScript, Cocoa, F-Script, JavaScript, Python;
degesch;{{yes}};{{yes}};{{yes}};{{n/a}};{{n/a}};Lua;
DMDirc;{{yes}};{{partial}};{{dunno}};{{yes}};{{yes}};Custom Actions system, Java plugins;
ERC;{{yes}};{{yes}};{{yes}}{{r|group=Note|ERC_Proxy_Support}};{{dunno}};{{yes}}{{r|group=Note|ERC_Auto_Updates}};Emacs Lisp;
HexChat;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};Perl, Python, Tcl, Lua{{r|group=Note|Features_HexChat_A}}, Javascript, C, C++, and via D-Bus.;
HydraIRC;{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{no}};
IceChat;{{yes}};{{yes}};{{no}};{{dunno}};{{yes}};VBScript;
ircII;{{yes}};{{yes}}{{r|group=Note|Features_ircII_A}};{{dunno}};{{dunno}};{{dunno}};IrcII script;
IRCjr;{{no}};{{no}};{{no}};{{no}};{{no}};{{n/a}};
Ircle;{{yes}};{{no}};{{dunno}};{{dunno}};{{dunno}};AppleScript;
Irssi;{{yes}};{{yes}};{{yes}};{{no}};{{no}};Perl;
jIRCii;{{yes}};{{yes}};{{yes}};{{dunno}};{{no}};Sleep;
KiwiIRC;{{yes}};{{yes}};{{yes}};{{yes}};{{N/A}};Javascript, Node.js;
Konversation;{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};Shell script, Ruby, Python, Perl, Java, C++, C#, JavaScript{{r|group=Note|Features_Konversation_A}};
KVIrc;{{yes}};{{yes}};{{yes}};{{yes}};{{no}};KVS (custom), Perl, Python, C++;
LeafChat;{{yes}};{{yes}};{{dunno}};{{n/a}};{{yes}};Java;
LimeChat;{{yes}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{n/a}};
Linkinus;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};AppleScript, Cocoa;
Mibbit;{{yes}};{{yes}};{{dunno}};{{yes}};{{n/a}};{{n/a}};
mIRC;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}{{r|group=Note|mIRC_Updates}};mIRC script;
Nettalk;{{yes}};{{yes}};SOCKS;{{yes}};{{yes}};VBScript, custom;
Opera;{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{n/a}};
PIRCH;{{yes}};{{no}};{{dunno}};{{dunno}};{{no}};{{yes}};
PJIRC;{{yes}};{{yes}};{{dunno}};{{dunno}};{{no}};Partial, JavaScript;
Quassel;{{yes}};{{yes}};{{yes}};{{dunno}};{{no}};{{no}};
qwebirc;{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};
rcirc;{{yes}};{{yes}};{{dunno}};{{dunno}};{{no}};Emacs Lisp;
Smuxi;{{yes}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}} (language agnostic);
Snak;{{yes}};{{yes}};{{dunno}};{{dunno}};{{dunno}};AppleScript, IrcII script;
Visual IRC;{{yes}};{{no}};{{dunno}};{{dunno}};{{dunno}};Versus;
WeeChat;{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};C, Perl, Python, Ruby, Lua, Tcl, Scheme (Guile);
XChat;{{yes}};{{yes}};{{yes}};{{yes}};{{no}};Perl, Python, Tcl, Ruby, C++, ECMAScript, Scheme (Guile);
Client;Multi-server;UTF-8;Proxy server;irc:// URI scheme;Automatic updates;Scripting language;
