;Trident;Tasman;Gecko;WebKit;KHTML;Presto;iCab;
body;rowspan="2" {{IE|1.0}}[1];rowspan="4" {{Yes}};rowspan="4" {{Yes}};rowspan="4" {{Yes}};rowspan="4" {{Yes}};rowspan="4" {{Yes}};rowspan="4" {{Yes}};
head;
html;{{IE|1.0}}[2];
title;{{IE|1.0}}[3];
