! ReWire;JACK;VST;VST3;LADSPA;LV2;DSSI;RTAS;AU;DXi;MAS;
GarageBand;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
Goldwave;{{No}};{{No}};{{Partial|Beta}};{{Unk}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};
! ReWire;JACK;VST;VST3;LADSPA;LV2;DSSI;RTAS;AU;DXi;MAS;
Harrison Mixbus;{{No}};{{Yes}};{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
Jokosher;{{No}};{{No}};{{No}};{{Unk}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Kristal;{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};
Live;{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
LMMS;{{No}};{{Yes}};{{Yes}};{{Unk}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Logic Express/Studio;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
Mixcraft;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Partial|DirectX effects only}};{{No}};
mp3DirectCut;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
MuLab;{{Yes}};{{Unk}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
MusE;{{No}};{{Yes}};{{Yes}};{{Unk}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
n-Track;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};
Nuendo;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
NU-Tech;{{No}};{{No}};{{Yes}};{{Unk}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Podium;{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Pro Tools;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Partial|Before version 11}};{{No}};{{No}};{{No}};
Qtractor;{{No}};{{Yes}};{{Yes}};{{Unk}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{Yes}};{{No}};{{No}};
! ReWire;JACK;VST;VST3;LADSPA;LV2;DSSI;RTAS;AU;DXi;MAS;
REAPER;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};
Reason;{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Record;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Renoise;{{Yes}};{{Yes}};{{Yes}};{{No}};{{Yes}};{{No}};{{Yes}};{{No}};{{Yes}};{{No}};{{No}};
RiffWorks;{{Yes}};{{No}};{{Yes}};{{Unk}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
Rosegarden;{{No}};{{Yes}};{{No}};{{No}};{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
Samplitude;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};
SONAR;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};
Sound Forge;{{No}};{{No}};{{Yes}};{{Unk}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};
Soundbooth;{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};
Soundscape 32;{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};
SoX;{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
SpectraLayers;{{No}};{{No}};{{Yes}};{{Unk}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Studio One;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
Sweep;{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Total Recorder;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Tracktion;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
Traverso;{{No}};{{Yes}};{{No}};{{Unk}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};
WaveLab;{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
WavePad;{{No}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};
WaveSurfer;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
! ReWire;JACK;VST;VST3;LADSPA;LV2;DSSI;RTAS;AU;DXi;MAS;
