! ReWire;JACK;VST;VST3;LADSPA;LV2;DSSI;RTAS;AU;DXi;MAS;
ACID Pro;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};
Acoustica;{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
Ardour;{{No}};{{Yes}};{{Yes}};{{Unk}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}};{{No}};{{No}};
Audacity;{{No}};{{Yes}};{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{Partial|Only on OS X}}[1];{{No}};{{No}};
AudioDesk;{{Partial|Returns only}};{{No}};{{Partial|Via converter}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{No}};{{Yes}};
Audiotool;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Audition;{{partial}} (Pre CS5.5 - Yes, CS5.5 - No);{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{partial}} (Pre CS5.5 - Yes, CS5.5 - No);{{No}};
BIAS Peak;{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};
Cubase;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{terminated}} (SX3.1);{{No}};
Diamond Cut ART;{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};{{Unk}};
Digital Performer;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{Yes}} (with Digi TDM or HD hardware via DAE);{{Yes}};{{No}};{{Yes}};
Ecasound;{{No}};{{Yes}};{{No}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
FL Studio;{{Yes}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{No}};
