;Creator;Latest stable version;Release date;OS;Software license;Open source;Programming language;Plugin support;
Launchy;Josh Karlin;2.5.0;{{dts|2010|04|4}};Microsoft Windows, Linux, macOS;GPL;{{yes}};C++ (Qt);{{yes}};
