Implementation;PKCS #11 device;Intel AES-NI;VIA PadLock;ARMv8-A;Intel SGX;Intel QAT;
BearSSL;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};
Botan;{{yes}}[205];{{yes}};{{no}};{{yes}};{{no}};{{no}};
CryptoComply;{{yes}};{{yes}};{{yes}};{{yes}};;{{yes}};
cryptlib;{{yes}};{{yes}};{{yes}};{{no}};;{{no}};
GnuTLS;{{yes}};{{yes}};{{yes}};{{yes}}[206];{{no}};{{no}};
JSSE;{{yes}};{{yes}}[207];{{no}};{{no}};;{{no}};
LibreSSL;{{no}};{{yes}};{{yes}};{{no}};;{{no}};
MatrixSSL;{{yes}};{{yes}};{{no}};{{yes}};;{{no}};
mbed TLS;{{yes}};{{yes}}[208];{{yes}};{{no}};;{{no}};
NSS;{{yes}}[209];{{yes}}[210];{{no}}[211];{{no}};;{{no}};
OpenSSL;{{yes}}[212];{{yes}};{{yes}};{{yes}}[213];;{{no}};
RomSTL;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};
RSA BSAFE;{{yes}};{{yes}};{{no}};;;{{no}};
rustls;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};
SChannel;{{no}};{{yes}};{{no}};{{no}};;{{no}};
Secure Transport;{{no}};{{Yes}}[214][215];{{no}};{{Yes}};;{{no}};
wolfSSL;{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}}[216];
Implementation;PKCS #11 device;Intel AES-NI;VIA PadLock;ARMv8-A;Intel SGX;Intel QAT;
