Client;Microsoft Windows;macOS;Linux;BSD;Unix;DOS;Other;
Alpine;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Balsa;{{no}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{no}};
Becky! Internet Mail;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Citadel;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Claws Mail;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Cone;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Courier;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Elm;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
eM Client;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
EmailTray;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Eudora;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
Eureka Email;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Evolution;{{no}} {{r|group=Note|Evolution_nowin}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Forté Agent;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Geary;{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Gnus;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
GroupWise;{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};
Hiri;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};
i.Scribe / InScribe;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};
IBM Lotus Notes;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};
IMP;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
KMail;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Mailbird;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Mailpile;{{yes}} {{r|group=Note|Mailpile_soon}};{{yes}} {{r|group=Note|Mailpile_soon}};{{yes}};{{yes}} {{r|group=Note|Mailpile_foss}};{{yes}} {{r|group=Note|Mailpile_foss}};{{no}} {{r|group=Note|Mailpile_port}};{{no}} {{r|group=Note|Mailpile_port}};
mailx;{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Microsoft Entourage;{{no}};{{terminated}} (2008);{{no}};{{no}};{{no}};{{no}};{{no}};
Microsoft Office Outlook;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
Mozilla Mail & Newsgroups;colspan="5" {{terminated}} (1.7.13);{{no}};{{no}};
Mozilla Thunderbird;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Mulberry;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Mutt;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}[3];{{no}};
Netscape Messenger;colspan="5" {{terminated}} (4.80);{{no}};{{no}};
Netscape Messenger 9;colspan="5" {{terminated}} (9.0a1);{{no}};{{no}};
nmh / MH;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Opera Mail;{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};{{no}};{{no}};
Outlook Express;{{included}} (up to XP);{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Pegasus Mail;{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{yes|NetWare NLM}};
Pine;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{terminated}} (3.96)[4];{{no}};
Pocomail;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
RoundCube;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
SeaMonkey Mail & Newsgroups;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Spicebird;{{yes}};{{no|planned}};{{yes}};{{yes}};{{no}};{{no}};{{no}};
SquirrelMail;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Sylpheed;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
The Bat!;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Trojitá;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes|MeeGo}};
Turnpike;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Windows Live Mail;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Windows Mail;{{included}} (Vista);{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
YAM;{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{Yes|AmigaOS AROS MorphOS}};
Zimbra;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Client;Microsoft Windows;macOS;Linux;BSD;Unix;DOS;Other;
